name,latitude,longitude,category,destination,description,products,priceFromVnd,available,starRating,url,imageUrl,locationSource,locationPrecision,warning,googleMapsUrl,placeKey
Meliá Vinpearl Hai Phong Rivera,20.864005,106.662439,Khách sạn 5★,Hải Phòng,"3 hạng phòng · từ 1.478.264₫/đêm · Manhattan 9 Street, Vinhomes Imperia Urban Area, Hong Bang Ward, Thành phố Hải Phòng, Việt Nam",4,1478264,true,5,https://www.booking.com/hotel/vn/vinpearl-rivera-hai-phong-hai-phong.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/895780872.jpg?k=71a5bd14f697aea3c791cb591048eaf818385378808a134c0f221eae87961e61&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=20.864005%2C106.662439,hotel:16cf5d7b-23c3-5100-b512-24d83394e13e
Mercure Hải Phòng (Mercure Hai Phong),20.851027,106.68779,Khách sạn 5★,Hải Phòng,"khách sạn · từ 1.800.000₫/đêm · Số 12 Lạch Tray, Phường LạchTray, Quận Ngô Quyền, Trung tâm thành phố/chợ Sắt, Hải Phòng",1,1800000,true,5,https://www.agoda.com/vi-vn/mercure-hai-phong/hotel/haiphong-vn.html,https://pix6.agoda.net/hotelImages/21603313/0/a3511333339c768d664236f838e23d70.jpeg?va=1&ce=2&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=20.851027%2C106.687790,hotel:3a201463-1e68-5d66-beb5-99a5d9f53233
Nâu Homestay,20.858523,106.688739,Khách sạn 3★,Hải Phòng,"3 hạng phòng · từ 450.000₫/đêm · 15A P.Trần Bình Trọng, Thành phố Hải Phòng, Việt Nam",4,450000,true,3,https://www.booking.com/hotel/vn/greywood-homestay.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/866791152.jpg?k=4f1c71eb2f62ddeb53301daee1bd6383dab551cf919115bc991a4102dc1c1048&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=20.858523%2C106.688739,hotel:f081c3c1-d8c7-5f60-b66f-829f5b570e8b
Nâu Homestay 2,20.855735,106.686392,Khách sạn,Hải Phòng,"3 hạng phòng · từ 625.000₫/đêm · 107 Phố Lương Khánh Thiện, Thành phố Hải Phòng, Việt Nam",4,625000,true,,https://www.booking.com/hotel/vn/nau-homestay-2.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/897746083.jpg?k=440d149abf666f99db1b07427314f2e5df04b10e2a38e9a8a7b1a3b0c2cdd589&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=20.855735%2C106.686392,hotel:df11faa1-e076-50f9-8eef-9231ef783c7b
Ngoc Homestay Hoàng Huy Grand Tower,20.863552,106.659129,Khách sạn 4★,Hải Phòng,"2 hạng phòng · từ 1.170.000₫/đêm · 02 a Đường Hồng Bàng Hoàng Huy Grand Tower, Thành phố Hải Phòng, Việt Nam",3,1170000,true,4,https://www.booking.com/hotel/vn/ngoc-homestay-hoang-huy-grand-tower.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/480562315.jpg?k=4410f51ec46be7465299833c81052fa9f13c5eea6b0bfee7678eff42bf7a32b5&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=20.863552%2C106.659129,hotel:68240460-d233-5f82-8acf-08ec921090b2
Nhà khách Basic (Basic Guest House Hai Phong),20.85924,106.64196,Khách sạn 2★,Hải Phòng,"khách sạn · L4A117 Hoang Huy Pruksa Town An Dong, Thượng Lý/Quán Toan, Hải Phòng",1,,false,2,https://www.agoda.com/vi-vn/basic-guest-house-hotel/hotel/haiphong-vn.html,https://pix8.agoda.net/hotelImages/46432575/0/f221c42385ad6db33fbc07063d31a288.jpg?va=1&ce=0&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=20.859240%2C106.641960,hotel:6b32253f-eb6c-5392-b58b-d7121b60f9e7
Peaceful Paradise Homestay,20.856015,106.68621,Khách sạn 3★,Hải Phòng,"2 hạng phòng · từ 495.000₫/đêm · 106 Phố Lương Khánh Thiện ngõ 106 Lương Khánh Thiện, homestay là toà nhà 6 tầng ngay cạnh trường mầm non Sakura, 01234 Thành phố Hải Phòng, Việt Nam",3,495000,true,3,https://www.booking.com/hotel/vn/peaceful-paradise.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/721039566.jpg?k=755179c3d3c0cff4267eb3ba5d80f6ead989dbbfca0a29beab95d2b6bc6e288c&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=20.856015%2C106.686210,hotel:56882ca6-8ce2-5373-8ee7-6b49fd156306
Pullman Hai Phong Grand Hotel,20.86023,106.68823,Khách sạn 5★,Hải Phòng,"3 hạng phòng · từ 2.700.000₫/đêm · No.12 Tran Phu Street Ly Thuong Kiet ward, 180000 Thành phố Hải Phòng, Việt Nam",4,2700000,true,5,https://www.booking.com/hotel/vn/pullman-hai-phong-grand.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/914652036.jpg?k=7f6632b671ff1f2fd96b7f73120b9c08cc154fd2c091597066ffaecd6e4dfb20&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=20.860230%2C106.688230,hotel:e8f223f9-efe7-5b57-a326-98cf86a990b2
SeaView-Mountainview Apartment with Super-King-bed and Bathtube in Flamingo CatBa Beach Resort,20.718298,107.052663,Khách sạn,Hải Phòng,"1 hạng phòng · từ 2.125.000₫/đêm · Flamingo Cát Bà Beach Resort Tòa 3, 84 Đảo Cát Bà, Việt Nam",2,2125000,true,,https://www.booking.com/hotel/vn/seaview-apartment-with-super-king-bed-and-bathtube-in-flamingo-catba-beach-resor.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/851408190.jpg?k=fa7380395fc52410c049e3a3c5cb61c79e931d83891bb25e1df3cfe246c6b8d5&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=20.718298%2C107.052663,hotel:645f8e7c-3a42-5e31-a0dc-4bb63600abac
Sen Hotel Haiphong,20.830057,106.692209,Khách sạn 2★,Hải Phòng,"khách sạn · 919 Đường Thiên Lôi, Phường Kênh Dương, Quận Lê Chân, Cầu Rào, Hải Phòng",1,,false,2,https://www.agoda.com/vi-vn/sen-hotel-haiphong/hotel/haiphong-vn.html,https://pix6.agoda.net/hotelImages/548/548949/548949_15061117270029317266.jpg?va=1&ca=4&ce=1&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=20.830057%2C106.692209,hotel:b3c6754b-fd12-5f56-b79f-842cccd8d094
Sheraton Hai Phong,20.863063,106.661753,Khách sạn 5★,Hải Phòng,"3 hạng phòng · từ 2.000.000₫/đêm · Vinhomes Imperia Metropolitan Area, Ha Noi street, Hong Bang district, 180000 Thành phố Hải Phòng, Việt Nam",4,2000000,true,5,https://www.booking.com/hotel/vn/sheraton-hai-phong.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/467550547.jpg?k=4540b5c70f3f970d59bdc118dc8ad00d770cebc2000cbb79d13d7715eddc9b7a&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=20.863063%2C106.661753,hotel:c5fbdb37-6af9-558c-a957-99411f2e77b5
Somerset Central TD Hai Phong City,20.857345,106.699361,Khách sạn 5★,Hải Phòng,"3 hạng phòng · từ 1.654.471₫/đêm · Tower A, TD Plaza, Lot 20A, Le Hong Phong, Dang Giang, Ngo Quyen, Thành phố Hải Phòng, Việt Nam",4,1654471,true,5,https://www.booking.com/hotel/vn/somerset-central-td-hai-phong-city.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/789983542.jpg?k=e0ca3b773968222df9a677220707f58a3b161c57722056947f97dfde313a79ac&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=20.857345%2C106.699361,hotel:3e5d2078-88bd-54c6-a7de-380f3ba472db
Than Coffee & Homestay,20.864823,106.679956,Khách sạn 2★,Hải Phòng,"3 hạng phòng · từ 288.100₫/đêm · Số 9-11 đường Bến Bính, phường Hồng Bàng, Thành phố Hải Phòng, Việt Nam",4,288100,true,2,https://www.booking.com/hotel/vn/than-coffee-amp-homestay.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/789812726.jpg?k=8d173331223ff3ac80e7703bb52b636ce9e35981a14e8c68d57c5af11c58b1a2&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=20.864823%2C106.679956,hotel:1dcf5cb3-dc78-5f22-ab7c-e52dfc67a5c3
The Healing Camp - Uncommon Stay,20.750978,106.982936,Khách sạn,Hải Phòng,"3 hạng phòng · từ 255.000₫/đêm · Thôn 4 Xuân Đám, Đặc Khu Cát Hải, Thành Phố Hải Phòng, Việt Nam, 181080 Xuân Đám, Việt Nam",4,255000,true,,https://www.booking.com/hotel/vn/the-healing-camp-uncommon-stay.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/890024244.jpg?k=3e97f4252a9b132348c3ad4b9c3dee37d80125a770c499f458420991bd67211f&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=20.750978%2C106.982936,hotel:d2c22933-d4e8-5d6d-b206-a3c8a420c6ca
The LuxHomes Apartment ᵀᴹ I HOT Độc Đáo Nhất Vinhomes Marina,20.81942,106.68656,Khách sạn 4★,Hải Phòng,"3 hạng phòng · từ 444.600₫/đêm · HD103 vinhome marina, Vĩnh Niệm, Lê Chân 03-04, Thành phố Hải Phòng, Việt Nam",4,444600,true,4,https://www.booking.com/hotel/vn/can-ho-2-ngu-doc-dao-nhat-vinhome-marina.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/861146169.jpg?k=97b3b61fea3de0b335d9da2573241dd59e6bbc7c4a9712e619a27c9ae579aff5&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=20.819420%2C106.686560,hotel:1deaf61a-0c3d-5b26-833e-c25c7ccb4286
The May Legend Catba,20.718402,107.051999,Khách sạn 5★,Hải Phòng,"2 hạng phòng · từ 2.219.995₫/đêm · Cat Co 1, Đảo Cát Bà, Việt Nam",3,2219995,true,5,https://www.booking.com/hotel/vn/catba-island-resort.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/614459970.jpg?k=002dafcea5e7f8837d7f9973f71089e9ccdbb060f304ba08a75606e39ccbddbb&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=20.718402%2C107.051999,hotel:1731852a-7c1b-5188-8cf4-f6a2391aa8de
Vinhome Marina by HPT Homestay - Apartment Hai Phong City,20.821496,106.691609,Khách sạn 3★,Hải Phòng,"3 hạng phòng · từ 495.000₫/đêm · Số Sh 28 Vinhome Marina, Lê Chân, Hải Phòng, Việt Nam, Thành phố Hải Phòng, Việt Nam",4,495000,true,3,https://www.booking.com/hotel/vn/pnl-apartment.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/670180892.jpg?k=46c4a677d45ba9c7096171a434a6f023363851387203e57ec36cdcdbcee381d7&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=20.821496%2C106.691609,hotel:d6c880f0-9c38-5cd1-83df-c9d9894d5d7c
"Wink Hai Phong Centre, Unscripted by Hyatt - 24 Hours stay",20.861481,106.68076,Khách sạn 5★,Hải Phòng,"3 hạng phòng · từ 1.100.000₫/đêm · 135 Dien Bien Phu, 180000 Thành phố Hải Phòng, Việt Nam",4,1100000,true,5,https://www.booking.com/hotel/vn/wink-hai-phong.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/907133947.jpg?k=3735a9a9a0f945993e4fc52ab56c73858f6d5d6f58f6a9a8ec0e60ad41d87684&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=20.861481%2C106.680760,hotel:dcc680bf-d4e1-5bcd-a8db-22cc19471388
Allegro Hoi An . A Little Luxury Hotel & Spa,15.880233,108.324921,Khách sạn 5★,Hội An,"3 hạng phòng · từ 2.723.405₫/đêm · 02- 86 Tran Hung Dao, Cẩm Phô, Hội An, Việt Nam",4,2723405,true,5,https://www.booking.com/hotel/vn/allegro-hoi-an-little-luxury-amp-spa.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/918196740.jpg?k=9901abe18b95aa0e43dae9a0c94a2e21dbf86a3f1a4cce209458db2efda7bed2&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=15.880233%2C108.324921,hotel:e91ed259-7db9-57e8-b24c-e79570811241
Anio Boutique Hotel Hoian,15.889615,108.329518,Khách sạn 4★,Hội An,"3 hạng phòng · từ 1.224.090₫/đêm · 03 Le Dinh Tham Street, Cam Chau Ward, Cẩm Châu, Hội An, Việt Nam",4,1224090,true,4,https://www.booking.com/hotel/vn/anio-boutique-hoian.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/203518510.jpg?k=a29fb56caa5f6645c3e617cfeb2eadbdc723000c6e05fafe2964ac55acb2fd93&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=15.889615%2C108.329518,hotel:653b0b42-a0f9-5edd-97fe-3398e6c68582
BACKHOME BOUTIQUE Old Town Hoi An,15.882078,108.324611,Khách sạn,Hội An,"3 hạng phòng · từ 727.957₫/đêm · 39-41 Ba Trieu, phuong Cam Pho, Cẩm Phô, Hội An, Việt Nam",4,727957,true,,https://www.booking.com/hotel/vn/backhome.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/866073822.jpg?k=082fcc51085cb2d9d9cdd00c6dc682f754e226f5f4634c31272bd83df6fcf3fe&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=15.882078%2C108.324611,hotel:ec9432a9-a8e6-57d3-acc4-e658b1ff2666
Dom Hostel and Bar,15.881917,108.325881,Khách sạn,Hội An,"3 hạng phòng · từ 126.000₫/đêm · 58 Bà Triệu 58 Bà Triệu, Tp Hội An, Cẩm Phô, Hội An, Việt Nam",4,126000,true,,https://www.booking.com/hotel/vn/dom-hostel-and-bar.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/463081472.jpg?k=d16b59e9aa8d39fd4d86ef6fa7711219a342f7c22e9bd406ce7b669f6d691a30&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=15.881917%2C108.325881,hotel:f5a14894-b578-5251-924d-a9f13fe7f467
Dom Hostel Old Town Hoi An,15.882051,108.327415,Khách sạn 3.5★,Hội An,"khách sạn · từ 421.296₫/đêm · Thái Phiên, Sơn Phong, Hội An",1,421296,true,3.5,https://www.agoda.com/vi-vn/dom-hostel-old-town-hoi-an/hotel/hoi-an-vn.html,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/749244157.jpg?k=9af3979af822d0edce6844c88b49cf3f7572cab7387ad34805f84d038fe2aff6&o=,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=15.882051%2C108.327415,hotel:dbb462df-ceed-5095-a673-759709ca9d4d
Em's House Hoi An Homestay 2,15.877003,108.32205,Khách sạn,Hội An,"3 hạng phòng · từ 995.490₫/đêm · 28 Đào Duy Từ, Cẩm Phô, 560000 Hội An, Việt Nam",4,995490,true,,https://www.booking.com/hotel/vn/ems-house-homestay-2.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/710497495.jpg?k=0d20f2f0d2f3c8c37220b1d74efe671e87a4f7e14a528a9958b3ba8b1d48e73a&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=15.877003%2C108.322050,hotel:887e7541-e901-53eb-8345-db15a1142c24
"Grand Signature Resort Hoi An by M Village, a brand of Modern Village Lifestyle",15.886994,108.319573,Khách sạn 5★,Hội An,"3 hạng phòng · từ 1.684.098₫/đêm · 28 Nguyen Tat Thanh, Hoi An Tay Ward, Da Nang City, Tân An, Hội An, Việt Nam",4,1684098,true,5,https://www.booking.com/hotel/vn/hoi-an-silk-village-resort-amp-spa.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/847730414.jpg?k=9d164484968b50402b2320a4363dc44bf66367510a3841b688d4eb8a5b9eceb4&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=15.886994%2C108.319573,hotel:54eee350-598b-5e7c-91fa-7e26bbcd07a6
Grand Sunrise Palace Hội An (Grand Sunrise Palace Hoi An),15.885579,108.350227,Khách sạn 5★,Hội An,"khách sạn · từ 1.473.118₫/đêm · 320 Cua Dai Street, Cam Chau, Hoi An City, Cẩm Châu, Hội An",1,1473118,true,5,https://www.agoda.com/vi-vn/grand-sunrise-palace-hoi-an-h38715126/hotel/hoi-an-vn.html,https://pix8.agoda.net/hotelImages/44777877/0/81ce6608f2bec362ec9d2ef37473d1a9.png?va=1&ce=3&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=15.885579%2C108.350227,hotel:06f5b0a0-3b16-5a5f-91aa-a8c8e624c9ff
Hai Hội Villa Hoi An,15.874373,108.331307,Khách sạn,Hội An,"3 hạng phòng · từ 693.000₫/đêm · 80 Lương Như Bích, Cẩm Nam, Hội An, Việt Nam",4,693000,true,,https://www.booking.com/hotel/vn/hai-hoi-villa-hoi-an.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/567753455.jpg?k=afa8f1cd36646504a02efa3a47bdeb2025af8b685c6092b9d7700c6061341d2d&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=15.874373%2C108.331307,hotel:ad96c58c-42f6-56f2-a636-da94f67a679f
Hào Anh Villa Hội An,15.884244,108.343317,Khách sạn,Hội An,"3 hạng phòng · từ 408.000₫/đêm · 86 Trần Nhân Tông, Cẩm Châu, Hội An, Việt Nam",4,408000,true,,https://www.booking.com/hotel/vn/hao-anh-villa-hoi-an.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/167456703.jpg?k=4e24c58f25df732241ad395dd76a96686c36b40314b5001a6248c8f0f1b7cbdb&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=15.884244%2C108.343317,hotel:677dc2a5-1ea7-57a8-9b0e-1cda6c553657
HOI AN HEART LODGE,15.880805,108.327219,Khách sạn 4★,Hội An,"2 hạng phòng · từ 845.948₫/đêm · 621/7 Hai Bà Trưng, Cẩm Phô, Quảng Nam, Cẩm Phô, Hội An, Việt Nam",3,845948,true,4,https://www.booking.com/hotel/vn/hoi-an-heart-lodge.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/262503980.jpg?k=fa5fb1434cee49ca15a048d55d1578206c3314ddf60313caa2da219ad44da9ff&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=15.880805%2C108.327219,hotel:dec57727-1167-5e06-b398-90726381be80
HOI AN HISTORIC HOTEL,15.880036,108.330927,Khách sạn 4★,Hội An,"3 hạng phòng · từ 1.620.000₫/đêm · 10 Tran Hung Dao, Sơn Phong, Hội An, Việt Nam",4,1620000,true,4,https://www.booking.com/hotel/vn/hoi-an-historic.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/753286606.jpg?k=43cede0eaba791985f758abf01f2af1632fc3d5728c747defc55d8f45d9d27e7&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=15.880036%2C108.330927,hotel:d23df277-51a5-5c8f-ae94-8a96a9f24e5e
Hoi An Legend Charm Boutique Hoi An Hotel,15.872274,108.335643,Khách sạn 3★,Hội An,"2 hạng phòng · từ 416.606₫/đêm · 121 Nguyễn Tri Phương Cẩm Nam, Cẩm Nam, Hội An, Việt Nam",3,416606,true,3,https://www.booking.com/hotel/vn/legend-thanh-pho-hoi-an1.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/624243709.jpg?k=98f89d6a20117c00cb7709b1cc006aafb6607dc1c8dbed8f502f5a307246dcbe&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=15.872274%2C108.335643,hotel:997ce437-42e9-542b-ab6b-47f6f9e50471
Khách sạn Hội An Moon Premium Boutique and Spa (Hoi An Moon Premium Boutique Hotel and Spa),15.881267,108.32743,Khách sạn 5★,Hội An,"khách sạn · từ 1.650.350₫/đêm · 242 Nguyen Duy Hieu, Sơn Phong, Hội An",1,1650350,true,5,https://www.agoda.com/vi-vn/hoi-an-moon-premium-boutique-hotel-spa/hotel/hoi-an-vn.html,https://pix8.agoda.net/hotelImages/90025419/0/20080360eeadcf31817fbf92f83cb455.jpg?va=1&ce=3&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=15.881267%2C108.327430,hotel:77878272-262e-521d-b05e-ac51299bd025
Khách sạn L’Heritage Riverside Hội An (L’Heritage Riverside Hoi An),15.875614,108.345097,Khách sạn 4★,Hội An,"khách sạn · từ 1.068.222₫/đêm · 54 Huyen Tran Cong Chua, Cẩm Châu, Hội An",1,1068222,true,4,https://www.agoda.com/vi-vn/l-heritage-riverside-hoi-an/hotel/hoi-an-vn.html,https://pix6.agoda.net/hotelImages/77187803/0/4910330e0a9dd8c72fa3a16b970f7067.jpg?va=1&ce=3&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=15.875614%2C108.345097,hotel:f3930bff-7afc-5189-acb9-63be0f60e900
Khách sạn & Spa Faifo Boutique (Faifo Boutique Hotel & Spa),15.892835,108.36113,Khách sạn 5★,Hội An,"khách sạn · từ 765.709₫/đêm · 89 Cửa Đại, Hội An Đông, Cẩm Châu, Hội An",1,765709,true,5,https://www.agoda.com/vi-vn/faifo-boutique-hotel-spa/hotel/hoi-an-vn.html,https://pix8.agoda.net/hotelImages/91933144/0/543147779fe3eba613bdea22f20667ba.png?va=1&ce=3&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=15.892835%2C108.361130,hotel:126a3eb8-8855-5c8b-8052-5fb66f965b0e
Khu nghỉ dưỡng Bel Marina Hội An (Bel Marina Hoi An Resort),15.874426,108.322342,Khách sạn 5★,Hội An,"khách sạn · từ 2.095.238₫/đêm · 127 Nguyen Phuc Tan Street, Minh An, Hội An",1,2095238,true,5,https://www.agoda.com/vi-vn/hoi-an-silk-marina-resort-and-spa/hotel/hoi-an-vn.html,https://pix6.agoda.net/hotelImages/400345/0/ffe2f28152d93033c45c586e2ce072cc.jpg?va=1&ce=2&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=15.874426%2C108.322342,hotel:29dd627a-0821-5282-8e03-272cdf853fb9
Khu Nghỉ Dưỡng & Spa Sunrise Premium Hội An (Sunrise Premium Resort Hoi An),15.889647,108.378624,Khách sạn 5★,Hội An,"khách sạn · Đường Âu Cơ, Cửa Đại, Hội An",1,,false,5,https://www.agoda.com/vi-vn/sunrise-premium-resort-hoi-an/hotel/hoi-an-vn.html,https://pix6.agoda.net/hotelImages/291109/-1/0f489cdc24911e94271c652502b8cd82.jpg?va=1&ca=12&ce=1&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=15.889647%2C108.378624,hotel:0942b339-09ad-5d32-8380-86e6744e7ce0
La Siesta Hoi An Resort & Spa,15.879972,108.316377,Khách sạn 5★,Hội An,"3 hạng phòng · từ 2.429.988₫/đêm · 132-134 Hung Vuong, Thanh Ha Ward, Thanh Hà, Hội An, Việt Nam",4,2429988,true,5,https://www.booking.com/hotel/vn/hoi-an-la-siesta-resort-amp-spa.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/785564248.jpg?k=2581bf36c9fd9192538435bbd45b9895de4cf6df2a5beaca25a33ca283072bad&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=15.879972%2C108.316377,hotel:8f963aaf-a8a4-52b9-b09a-c0aa4529fd74
Lasenta Boutique Hotel Hoian,15.882268,108.340634,Khách sạn,Hội An,"khách sạn · từ 1.243.386₫/đêm · 57 Lý Thường Kiệt, Phường Hội An Đ ng, Th nh Phố Đ Nẵng, Cẩm Châu, Hội An",1,1243386,true,,https://www.agoda.com/vi-vn/lasenta-boutique-hotel-hoian/hotel/hoi-an-vn.html,https://pix6.agoda.net/hotelImages/1186354/-1/02a4f8aa1daaf0148394a3f8f0cef8da.jpg?va=1&ce=0&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=15.882268%2C108.340634,hotel:492ea8ef-4aec-576e-bcc2-1822e7a5eb09
LePavillon Hội An Luxury Resort (Le Pavillon Hoi An Luxury Resort & Spa),15.879295,108.34623,Khách sạn 4★,Hội An,"khách sạn · từ 915.360₫/đêm · 145B Trần Nhân Tông, Cẩm Châu, Hội An",1,915360,true,4,https://www.agoda.com/vi-vn/le-pavillon-hoi-an-luxury-resort-spa_3/hotel/hoi-an-vn.html,https://pix6.agoda.net/hotelImages/2816914/-1/9c421ecc5cff2093cef25514049add91.jpg?va=1&ce=0&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=15.879295%2C108.346230,hotel:60d22c42-0718-5ddb-bf23-b9381650cc28
Little Residence. Khách sạn nhỏ sang trọng và Spa (Little Residence. A Boutique Hotel & Spa),15.876705,108.320435,Khách sạn 4★,Hội An,"khách sạn · từ 1.309.524₫/đêm · 35 Dao Duy Tu, Cam Pho, Hoi An, Cẩm Phô, Hội An",1,1309524,true,4,https://www.agoda.com/vi-vn/la-residencia-a-little-boutique-hotel-spa/hotel/hoi-an-vn.html,https://pix6.agoda.net/hotelImages/754584/-1/1fd8aa1a83c5c76a09f07878ac83a06d.jpg?va=1&ce=0&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=15.876705%2C108.320435,hotel:197f17a9-a273-58d5-825e-793c11d9d8c0
Little Riverside . Một Khách Sạn & Spa Sang Trọng (Little Riverside . A Luxury Hotel & Spa),15.876844,108.336418,Khách sạn 5★,Hội An,"khách sạn · từ 2.878.307₫/đêm · 09 Phan Bội Châu, Cẩm Châu, Hội An",1,2878307,true,5,https://www.agoda.com/vi-vn/little-riverside-a-luxury-hotel-spa/hotel/hoi-an-vn.html,https://pix6.agoda.net/hotelImages/4997756/-1/d932e7b02d5ecdbca3be5681678f801f.jpg?va=1&ca=0&ce=1&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=15.876844%2C108.336418,hotel:1fe7e51c-30e5-5246-93bf-97a109da8ac1
Longan Homestay,15.87887,108.322628,Khách sạn,Hội An,"2 hạng phòng · từ 380.000₫/đêm · 1/2 Hung Vuong, Cẩm Phô, Hội An, Việt Nam",3,380000,true,,https://www.booking.com/hotel/vn/longan-homestay.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/236943752.jpg?k=4c5a4590290844358f33e0647a6da2f0e09f9cc6c56b10fe1b80add8aca52bed&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=15.878870%2C108.322628,hotel:3ea9f4c4-57a2-5d16-932e-1da60fe4eaf7
Metta Living Hoi An,15.887156,108.379056,Khách sạn 3★,Hội An,"3 hạng phòng · từ 492.700₫/đêm · 81 Thân Nhân Trung, 560000 Hội An, Việt Nam",4,492700,true,3,https://www.booking.com/hotel/vn/metta-living-hoi-an.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/876721409.jpg?k=53e2499e6eec2cfbd253fbca2b5dc15aec2430a3ac91385d58ffa7512444faf2&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=15.887156%2C108.379056,hotel:dbafe368-7067-5884-b32c-b88eb8719118
