name,latitude,longitude,category,destination,description,products,priceFromVnd,available,starRating,url,imageUrl,locationSource,locationPrecision,warning,googleMapsUrl,placeKey
Vinpearl Hotel Bắc Ninh,21.168041,106.046335,Khách sạn 5★,Bắc Ninh,"6 hạng phòng · từ 3.690.000₫/đêm · Km 1+200, đường Trần Hưng Đạo, Quận Kinh Bắc, Tỉnh Bắc Ninh, Việt Nam",7,3690000,true,5,https://vinpearl.com/vi/hotels/vinpearl-hotel-bac-ninh,https://booking-static.vinpearl.com/hotels/766bc6a7c0dd45e1ac5f015e2f159763_lobby%2020240521.jpg,vinpearl,exact,,https://www.google.com/maps/search/?api=1&query=21.168041%2C106.046335,hotel:707194e9-97be-59a0-9398-4e90cea4e114
1995S Hostel,16.470028,107.595055,Khách sạn 5★,Huế,"khách sạn · từ 573.958₫/đêm · 16 Chu Văn An, Ph Hội, Thành phố Huế, Huế",1,573958,true,5,https://www.agoda.com/vi-vn/1995s-hostel/hotel/hue-vn.html,https://pix8.agoda.net/hotelImages/64861936/0/1127fd7bb1465bcb461882c7330dd485.jpg?va=1&ce=0&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=16.470028%2C107.595055,hotel:8cd50659-3492-5a50-a70d-0d93427539f1
Amy 2 Hostel Hue,16.47024,107.596515,Khách sạn,Huế,"3 hạng phòng · từ 180.000₫/đêm · 10/26 Vo Thi Sau, Huế, Việt Nam",4,180000,true,,https://www.booking.com/hotel/vn/amy2hostel.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/487665501.jpg?k=86d2a061087d25510159de1ca9f0149ffbca85eaf173fc44971ade3f0cd707b1&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=16.470240%2C107.596515,hotel:880da97f-a68e-5c22-bc20-e0c22abdba40
Angsana Lang Co,16.339434,107.95446,Khách sạn 5★,Huế,"3 hạng phòng · từ 3.792.510₫/đêm · Canh Duong Village, Chan May - Lang Co Commune, Hue City, Huế, Việt Nam",4,3792510,true,5,https://www.booking.com/hotel/vn/angsana-lang-co.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/157218914.jpg?k=6b3f3030eff5daa90f1336497c6bd3cc633f9f4693cccdc15f39105d40e15d3e&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=16.339434%2C107.954460,hotel:e2fa8086-6d65-5af3-b1fe-07bc1284ea6f
Banyan Tree Lang Co,16.337995,107.95346,Khách sạn 5★,Huế,"3 hạng phòng · từ 10.540.434₫/đêm · Canh Duong Village, Chan May - Lang Co Commune, Hue City, Huế, Việt Nam",4,10540434,true,5,https://www.booking.com/hotel/vn/banyan-tree-lang-co.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/650103459.jpg?k=cf600de2cbbd65609e222c8258df23b3e625307e080a8c4176ef5eacc6d67d32&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=16.337995%2C107.953460,hotel:78b85e93-05f4-5b50-a072-876606eb6b06
Cherish Hue Hotel,16.465488,107.594749,Khách sạn 4★,Huế,"khách sạn · từ 1.071.429₫/đêm · 57 Bến Nghé, Thành phố Huế, Huế",1,1071429,true,4,https://www.agoda.com/vi-vn/cherish-hue-hotel/hotel/hue-vn.html,https://pix6.agoda.net/hotelImages/108/108217/108217_16052608290042731703.jpg?va=1&ca=6&ce=1&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=16.465488%2C107.594749,hotel:a7ab2a29-406c-57c1-96ac-f56a906ee350
Collection O Queen Hotel Central Hue,16.474854,107.59523,Khách sạn 2★,Huế,"khách sạn · từ 685.064₫/đêm · 09 Nguyen Sinh Cung, Vy Da, Hue, Hue, Sông Hương, Huế",1,685064,true,2,https://www.agoda.com/vi-vn/queens-motel/hotel/hue-vn.html,https://pix8.agoda.net/hotelImages/94914026/0/46fa543dc41f328c6757a43545ac4ac0.jpeg?va=1&ce=3&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=16.474854%2C107.595230,hotel:217922e3-e70d-5f05-9bfa-9507e8c67c94
CONIHOUSE - Homestay & Villa,16.483337,107.613144,Khách sạn 5★,Huế,"khách sạn · từ 413.603₫/đêm · Th nh Phố Huế, Thành phố Huế, Huế",1,413603,true,5,https://www.agoda.com/vi-vn/conihouse-homestay-villa/hotel/hue-vn.html,https://pix8.agoda.net/hotelImages/67098247/0/4b6082648a973153d310c0204acf8c56.jpg?va=1&ce=2&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=16.483337%2C107.613144,hotel:3c66729f-a2d5-5047-a0fc-84f40804cd9c
Eldora Hotel,16.46483,107.594465,Khách sạn 4.5★,Huế,"khách sạn · từ 1.388.889₫/đêm · 60 Ben Nghe, Thành phố Huế, Huế",1,1388889,true,4.5,https://www.agoda.com/vi-vn/eldora-hotel/hotel/hue-vn.html,https://pix6.agoda.net/hotelImages/569/569020/569020_15061915190030043115.jpg?va=1&ca=4&ce=1&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=16.464830%2C107.594465,hotel:1803ca73-5cd3-532a-b30f-138dd3b9888d
EMM Hotel Hue,16.463029,107.59089,Khách sạn,Huế,"khách sạn · từ 1.042.769₫/đêm · 15 Ly Thuong Kiet, Thành phố Huế, Huế",1,1042769,true,,https://www.agoda.com/vi-vn/emm-hotel-hue_2/hotel/hue-vn.html,https://pix6.agoda.net/hotelImages/1409886/-1/f1196e2f57e8e0014c11246a7786ab3e.jpg?va=1&ce=0&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=16.463029%2C107.590890,hotel:f2da0f67-373e-57a3-aeae-ebbd0194768c
Fusion Point Hotel Huế,16.464595,107.595529,Khách sạn 3★,Huế,"3 hạng phòng · từ 362.700₫/đêm · 37B Trần Quang Khải, Phường Phú Hội, Quận Thuận Hóa, Thành Phố Huế, Việt Nam, Huế, Việt Nam",4,362700,true,3,https://www.booking.com/hotel/vn/fusion-point-grand.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/739207852.jpg?k=008cea64883f5d5d5854da662ecd3135eda218a9817f5c00cd80ade6d614ac17&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=16.464595%2C107.595529,hotel:b4cef5ec-c414-563e-bbd5-7685ea3353e6
Gahi Homestay,16.456464,107.6047,Khách sạn,Huế,"3 hạng phòng · từ 1.000.000₫/đêm · 103 Đặng Văn Ngữ, Huế, Việt Nam",4,1000000,true,,https://www.booking.com/hotel/vn/gahi-homestay-hue3.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/596323402.jpg?k=fe7bae8b05afd9846771fd6befb938ddbc6c755ad4cd7e3ccc6ff7070eb62276&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=16.456464%2C107.604700,hotel:1c89b9d5-4a91-5acb-8083-0fdf4b28a174
Hachi Homestay Spa,16.445848,107.535942,Khách sạn 5★,Huế,"khách sạn · từ 1.515.002₫/đêm · số 16 kiệt 18 Th n Văn Nhiếp, Sông Hương, Huế",1,1515002,true,5,https://www.agoda.com/vi-vn/hachi-homestay-spa/hotel/hue-vn.html,https://pix8.agoda.net/hotelImages/30095600/-1/114548e4d716731c678332fd6a46ef2d.jpg?va=1&ca=27&ce=0&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=16.445848%2C107.535942,hotel:6d777684-8021-5494-a3c7-c4d46e3ae20d
Homestay WINPI (WINPI Homestay),16.494234,107.59387,Khách sạn 1★,Huế,"khách sạn · 25 kiệt 40 Nguyễn Sinh Cung, Sông Hương, Huế",1,,false,1,https://www.agoda.com/vi-vn/winpi-homestay/hotel/hue-vn.html,https://pix8.agoda.net/hotelImages/77571534/0/e59f684e6193e18e293fc86bac8279c4.jpg?va=1&ce=3&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=16.494234%2C107.593870,hotel:8881b34c-170c-5b18-9196-7bb0d47ac094
Hue Imperial Hostel,16.469565,107.594681,Khách sạn,Huế,"3 hạng phòng · từ 173.880₫/đêm · 10 Hẻm 66 Lê Lợi, Huế, Việt Nam",4,173880,true,,https://www.booking.com/hotel/vn/hue-imperial-hostel.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/755686258.jpg?k=e77f01fdfc86d43de9e8510e76ff61598e6b428a0d719f4e111df7a257f51b98&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=16.469565%2C107.594681,hotel:93961b35-21c4-503f-aab0-5bcc3ab989a8
Hue River Side Villa,16.472874,107.596321,Khách sạn 4★,Huế,"3 hạng phòng · từ 1.147.500₫/đêm · No 16, Lane 7, Nguyen Cong Tru street, Hue city, Huế, Việt Nam",4,1147500,true,4,https://www.booking.com/hotel/vn/hue-river-side-villa.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/610119648.jpg?k=e529a235e7c2e84edd584527ebcccba318c82be008de81d7798c607c2bbea829&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=16.472874%2C107.596321,hotel:d5be1d9d-c833-5f65-a352-fa9a21938d45
Hue Serene Palace Hotel,16.470437,107.597477,Khách sạn 2★,Huế,"3 hạng phòng · từ 712.800₫/đêm · 21 Kiệt 42 Nguyễn Công Trứ, 530000 Huế, Việt Nam",4,712800,true,2,https://www.booking.com/hotel/vn/palace-thanh-pho-hue.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/916076422.jpg?k=529783fdca2d29da6e8d285bc062814faa6f06ff1761b0816ae4dfba169f3b74&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=16.470437%2C107.597477,hotel:62b6a895-960a-54c3-a61b-55eab2dfedeb
Hue Sweethouse 2 Homestay,16.471645,107.596876,Khách sạn,Huế,"3 hạng phòng · từ 519.000₫/đêm · 17 Lane 33 Nguyen Cong Tru, Huế, Việt Nam",4,519000,true,,https://www.booking.com/hotel/vn/hue-sweethouse-homestay-2.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/372324724.jpg?k=89284214f51fd5a431767eb71968f5fdf6d7b84627c97698899c91de2f0975e9&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=16.471645%2C107.596876,hotel:a170eca5-07e4-58ad-81c9-9f9c6a6645b0
Huong Giang Hotel Resort & Spa,16.471903,107.59477,Khách sạn 4★,Huế,"khách sạn · từ 936.949₫/đêm · 51 Lê Lợi, Phường Thuận Hóa, Thành phố Huế, Việt Nam, Sông Hương, Huế",1,936949,true,4,https://www.agoda.com/vi-vn/huong-giang-hotel-resort-spa/hotel/hue-vn.html,https://pix6.agoda.net/hotelImages/11002/0/92e368ad2d1b727edcc0f8e98e6975f1.png?va=1&ce=3&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=16.471903%2C107.594770,hotel:e920b138-3c4e-51fa-99d1-10e87c683640
Indochine Palace Hotel,16.460318,107.597954,Khách sạn 5★,Huế,"khách sạn · từ 1.542.328₫/đêm · 105A H ng Vương, Phường Thuận H a, Th nh phố Huế, Việt Nam, Thành phố Huế, Huế",1,1542328,true,5,https://www.agoda.com/vi-vn/indochine-palace-hotel/hotel/hue-vn.html,https://pix6.agoda.net/hotelImages/223212/0/291965ead508870b02c78dc5ca98cf7a.jpg?va=1&ce=2&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=16.460318%2C107.597954,hotel:d75eacc1-f290-5bb6-a3dd-5960a680421e
Khách sạn Alba Spa (Alba Spa Hotel),16.464935,107.595451,Khách sạn 3.5★,Huế,"khách sạn · từ 1.095.238₫/đêm · 29 Trần Quang Khải, Tp. Huế, Thành phố Huế, Huế",1,1095238,true,3.5,https://www.agoda.com/vi-vn/alba-spa-hotel/hotel/hue-vn.html,https://pix6.agoda.net/hotelImages/239775/0/df3aac47003da0aa704df544b753b063.jpg?va=1&ce=3&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=16.464935%2C107.595451,hotel:0b460c8e-b68f-5c2e-9c9a-695c30431f31
Khách sạn Bailey Huế (Bailey Hotel Hue),16.470329,107.596316,Khách sạn,Huế,"khách sạn · từ 556.364₫/đêm · 5/28, Thành phố Huế, Huế",1,556364,true,,https://www.agoda.com/vi-vn/bailey-hotel-hue/hotel/huong-tra-vn.html,https://pix6.agoda.net/hotelImages/83129371/0/3829ca56a50436914c8e8feacb1d1892.jpg?va=1&ce=3&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=16.470329%2C107.596316,hotel:5c16ae5f-d790-5018-aa05-8fb75291937d
Khách sạn Century Riverside Huế (Century Riverside Hotel Hue),16.470469,107.593848,Khách sạn 4★,Huế,"khách sạn · từ 888.007₫/đêm · 49 Lê Lợi, Tp. Huế, Sông Hương, Huế",1,888007,true,4,https://www.agoda.com/vi-vn/century-riverside-hue-hotel/hotel/hue-vn.html,https://pix6.agoda.net/hotelImages/10999/-1/6e8c48a778460a49d66b922ba05068ee.jpg?va=1&ca=20&ce=1&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=16.470469%2C107.593848,hotel:5fdc8e48-79d8-5024-93d6-0c59e23eb294
Khách sạn Kha (Kha Hostel ),16.469232,107.595132,Khách sạn 2★,Huế,"khách sạn · từ 383.563₫/đêm · 5 kiet 29 Võ Thị Sáu tổ 11, Thành phố Huế, Huế",1,383563,true,2,https://www.agoda.com/vi-vn/kha-hotel_2/hotel/hue-vn.html,https://pix8.agoda.net/hotelImages/2985061/0/7bee7735ec79d24a6a640c5b5ff2ff1d.jpg?va=1&ce=2&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=16.469232%2C107.595132,hotel:ddd259b7-c7bd-563a-8535-7439878fa42e
Khách sạn La Vela Huế (LA VELA HUE HOTEL),16.448122,107.617676,Khách sạn 5★,Huế,"khách sạn · từ 1.184.303₫/đêm · 17, Đường số 22 Khu đô thị Đông Nam Thủy An, Phường Thanh Thủy, Thành phố Huế, Thành phố Huế, Huế",1,1184303,true,5,https://www.agoda.com/vi-vn/la-vela-hue-hotel/hotel/hue-vn.html,https://pix6.agoda.net/hotelImages/34198470/0/b5e110271aaa5267e0c486d33e618361.jpg?va=1&ce=2&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=16.448122%2C107.617676,hotel:a51556f0-1a24-5a8e-a672-e02728e83f06
Khách sạn TTC Imperial (TTC Imperial Hotel),16.46611,107.591888,Khách sạn 5★,Huế,"khách sạn · từ 2.047.619₫/đêm · 8 Hung Vuong, Phuong Thuan Hoa, TP Hue, Viet Nam, Thành phố Huế, Huế",1,2047619,true,5,https://www.agoda.com/vi-vn/imperial-hotel-hue/hotel/hue-vn.html,https://pix6.agoda.net/hotelImages/70624/0/b15ff17a1c7c177a978586e1a0a178e6.jpg?va=1&ce=2&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=16.466110%2C107.591888,hotel:2d0d8449-5662-52ce-a233-ac50b1daa501
Khu nghỉ dưỡng bãi biển Lapochine (Trước đây là Ana Mandara Huế) (Lapochine Beach Resort (Formerly Ana Mandara Hue)),16.560558,107.65181,Khách sạn 4.5★,Huế,"khách sạn · Làng An Hải, thị trấn Thuận An, Thừa Thiên Huế, Bãi biển Thuận An, Huế",1,,false,4.5,https://www.agoda.com/vi-vn/ana-mandara-hue-beach-resort/hotel/hue-vn.html,https://pix6.agoda.net/hotelImages/247/247599/247599_14012017580018109916.jpg?va=1&ca=2&ce=1&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=16.560558%2C107.651810,hotel:d748ae28-b02a-51bd-8f95-bc1411440799
KLy Apartment Hotel,16.464739,107.592857,Khách sạn 3★,Huế,"3 hạng phòng · từ 450.000₫/đêm · 36 Nguyễn Tri Phương, Huế, Việt Nam",4,450000,true,3,https://www.booking.com/hotel/vn/meta-apartment.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/570036603.jpg?k=d4197bbfc0fccf057785c043c48c104ec4aab0e6224bbaeee36ea4a3fd414abd&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=16.464739%2C107.592857,hotel:279a06fc-f3cd-5bbd-8006-f9a1731915d2
Madam Thu House,16.46905,107.593385,Khách sạn 3★,Huế,"3 hạng phòng · từ 288.000₫/đêm · 2/5 Đội Cung, Huế, Việt Nam",4,288000,true,3,https://www.booking.com/hotel/vn/madam-thu-house.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/774159039.jpg?k=b91eef07ff7ea72cee4b66106396bd430207df93be0f34725cdc38064a583b46&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=16.469050%2C107.593385,hotel:17682aed-8323-5a64-a3a5-f7d2c88186c2
Meliá Vinpearl Hue,16.463065,107.594394,Khách sạn 5★,Huế,"3 hạng phòng · từ 1.816.123₫/đêm · 50A Hung Vuong Street, Phu Nhuan Ward, Huế, Việt Nam",4,1816123,true,5,https://www.booking.com/hotel/vn/melia-vinpearl-hue-hotel.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/895730525.jpg?k=ca5c9f3a737f04e435fa4f9dbd9611d61f740badbd21d02e8fa831ade568fdce&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=16.463065%2C107.594394,hotel:e0210336-ca45-5303-9a67-b7e633d54e3a
Moonlight Hotel Hue,16.469341,107.594307,Khách sạn 4★,Huế,"khách sạn · từ 1.102.293₫/đêm · 20 Phạm Ngũ Lão, Thành phố Huế, Huế",1,1102293,true,4,https://www.agoda.com/vi-vn/moonlight-hotel-hue/hotel/hue-vn.html,https://pix6.agoda.net/hotelImages/412/412648/412648_13060809180012724413.jpg?va=1&ca=0&ce=1&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=16.469341%2C107.594307,hotel:0e1ffe78-41be-5b34-a933-35626f4b973a
Pilgrimage Village Resort & Spa,16.435401,107.580603,Khách sạn 5★,Huế,"3 hạng phòng · từ 2.406.096₫/đêm · 130 Minh Mang Road, Huế, Việt Nam",4,2406096,true,5,https://www.booking.com/hotel/vn/pilgrimage-village-hue-boutique-resort-spa.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/890071485.jpg?k=78ac4eb5ee323221759424ec2545762b9c2b72b33e9b20e82eeeab2cdef8ffc5&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=16.435401%2C107.580603,hotel:a44c52e0-df7b-51c3-bb0b-f87e040211e1
Senna Hue Hotel,16.465979,107.59402,Khách sạn,Huế,"3 hạng phòng · từ 1.619.905₫/đêm · 7 Nguyễn Tri Phương, phường Phú Hội, Huế, Việt Nam",4,1619905,true,,https://www.booking.com/hotel/vn/senna-hue.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/612439753.jpg?k=0d4c2bb495b0045cceef22b470ae89e6f6489a8ab6031518144fde6cbae71962&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=16.465979%2C107.594020,hotel:736b5960-0347-5213-b353-985b07ec59f7
Shine Home,16.480412,107.598772,Khách sạn 1★,Huế,"3 hạng phòng · từ 389.000₫/đêm · 6/12 Nguyễn Khoa Vy 4, Huế, Việt Nam",4,389000,true,1,https://www.booking.com/hotel/vn/shine-home-hue.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/901882814.jpg?k=9c84c469a4e1e109c05d3b9c2053b5b58192dd89f7ac710e84afee42a196b314&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=16.480412%2C107.598772,hotel:56a10493-b763-547b-966e-eb17d859e237
SOL Center Hotel,16.468554,107.594078,Khách sạn 3★,Huế,"3 hạng phòng · từ 431.244₫/đêm · 23 Đội Cung, Huế, Việt Nam",4,431244,true,3,https://www.booking.com/hotel/vn/sol-center.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/722798998.jpg?k=7fea194ca0375c50d8514fa06788a5354f81779e3a306063922d92c3067eda9d&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=16.468554%2C107.594078,hotel:06e27af3-bbb8-5d73-9916-c9c5425f460c
"Thanh Huong Homestay Số 7 Hẻm 41 Đường Ngô Quyền, Phường Vĩnh Ninh, Thành phố Huế",16.463187,107.589817,Khách sạn,Huế,"2 hạng phòng · từ 237.500₫/đêm · 41/7 Ngo Quyen, Hue, Huế, Việt Nam",3,237500,true,,https://www.booking.com/hotel/vn/thanhhuong-homstay.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/147272039.jpg?k=ebb9da60e810cee723020b4f7fd276ee53acf7b8fc76f7ce1f9a79716247b637&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=16.463187%2C107.589817,hotel:dac1635d-0fea-5a2f-a85b-54d55fce8f76
Thong Dong Quán Boutique Hotel Hue,16.469932,107.594032,Khách sạn 4★,Huế,"3 hạng phòng · từ 883.500₫/đêm · 1 Phạm Ngũ Lão Thuận Hóa Ward, 520000 Huế, Việt Nam",4,883500,true,4,https://www.booking.com/hotel/vn/thongdong-quan-boutique-hue.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/792748760.jpg?k=bce4bbf95cee4b511d9994295452bb692a5c651b05c2887a4aee2f72ebda8573&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=16.469932%2C107.594032,hotel:82dac6d3-ad0f-5064-beaf-c42422724901
TN Hue Dorm,16.469236,107.594444,Khách sạn 2★,Huế,"khách sạn · từ 191.982₫/đêm · 26 Phạm Ngũ Lão, Phú Hội, Thành phố Huế, Huế",1,191982,true,2,https://www.agoda.com/vi-vn/tn-hue-dorm/hotel/hue-vn.html,https://pix6.agoda.net/hotelImages/80171166/0/f70ef8221f435d28b480c7a99d4d1e3c.jpeg?va=1&ce=2&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=16.469236%2C107.594444,hotel:5e9b5a5a-c52a-566e-8791-7fd6a560e210
Vina Vintage Hotel,16.469963,107.593393,Khách sạn 3★,Huế,"3 hạng phòng · từ 382.950₫/đêm · 3/66 Lê Lợi, 531150 Huế, Việt Nam",4,382950,true,3,https://www.booking.com/hotel/vn/vina-vintage.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/760978480.jpg?k=64c0063bc2ede3fb55fa366258713667b3f56a9bed32bcac8439a19d29ca9783&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=16.469963%2C107.593393,hotel:058f75df-b218-5316-88d9-c0d8611a514c
White Lotus Hue Hotel,16.465288,107.590719,Khách sạn 4★,Huế,"3 hạng phòng · từ 1.223.050₫/đêm · 05-07 Hoang Hoa Tham street, Phu Nhuan Ward, Huế, Việt Nam",4,1223050,true,4,https://www.booking.com/hotel/vn/white-lotus-amp-convention-center-hue.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/295617185.jpg?k=20f25315b4fc2e2abeb69d0a9875ce799454ff2f6e7f4f0d50989fa9529566f3&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=16.465288%2C107.590719,hotel:186f0295-6466-5709-8206-f5d30d4a1fb9
151 Le Duan Hotel,21.021799,105.841615,Khách sạn 4★,Hà Nội,"3 hạng phòng · từ 2.000.000₫/đêm · 151F Đ. Lê Duẩn Nha Khach 151 Le Duan, Hà Nội, Việt Nam",4,2000000,true,4,https://www.booking.com/hotel/vn/151-le-duan.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/915648282.jpg?k=35efa381a9309e56217946660f7203c6718197124100dcebcc225d818791a9a6&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=21.021799%2C105.841615,hotel:1eba6518-eee3-53ae-9fc6-cd1090197606
"AN25 Kim Ma Apartment, Doi Can, Ha Noi",21.033945,105.821281,Khách sạn,Hà Nội,"2 hạng phòng · từ 360.000₫/đêm · 26 Ng. 210 P. Đội Cấn 18A, Hà Nội, Việt Nam",3,360000,true,,https://www.booking.com/hotel/vn/an-25-kim-ma-apartment.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/896907331.jpg?k=d5d27eec81e5f4918b061bbaea3265e74cf5ec755e1af5e27170eb683a020390&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=21.033945%2C105.821281,hotel:578e624f-20f1-5c9a-8c45-b5b721a34b34
Apricot Hotel,21.027977,105.851227,Khách sạn 5★,Hà Nội,"khách sạn · từ 3.390.476₫/đêm · 136 Hàng Trống, Quận Hoàn Kiếm, Hà Nội",1,3390476,true,5,https://www.agoda.com/vi-vn/apricot-hotel/hotel/hanoi-vn.html,https://pix6.agoda.net/hotelImages/775/775065/775065_15090111140035482301.jpg?va=1&ca=5&ce=1&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=21.027977%2C105.851227,hotel:7a04cee4-3648-50ed-b89f-0c41e4c1bf1b
Căn hộ cao cấp Palette Ngọc Hà (Palette Ngoc Ha Luxury Residence),21.037693,105.825897,Khách sạn 3★,Hà Nội,"khách sạn · từ 744.170₫/đêm · 221/158 Ngoc Ha, Ngoc Ha Ward, Ha Noi, Hanoi, Ba Đình, Hà Nội",1,744170,true,3,https://www.agoda.com/vi-vn/palette-ngoc-ha-luxury-residence/hotel/hanoi-vn.html,https://pix8.agoda.net/hotelImages/87964772/0/4e83871b50c3461476da24e3f8cad76b.png?va=1&ce=3&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=21.037693%2C105.825897,hotel:4f24c68f-bfff-5917-aa5e-6e0d35fd7807
Căn hộ Era Cát Linh (Era Apartment Cát Linh),21.028139,105.827148,Khách sạn 4★,Hà Nội,"khách sạn · từ 218.977₫/đêm · No. 19, Alley 167, Hao Nam Street, Cho Dua Era Apartment, Cat Linh, Đống Đa, Hà Nội",1,218977,true,4,https://www.agoda.com/vi-vn/era-apartment-cat-linh/hotel/hanoi-vn.html,https://pix8.agoda.net/hotelImages/53015544/0/d0c8668bab303197d0957630c7a25a7e.jpg?va=1&ce=0&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=21.028139%2C105.827148,hotel:5315e6cd-1fc4-5c17-b702-409956c337f5
Căn hộ Vinhomes tại Mỹ Đình Hà Nội StayPlus,21.011635,105.786137,Khách sạn 4★,Hà Nội,"2 hạng phòng · từ 1.080.000₫/đêm · Căn số 3010, Tầng 30, Tòa W1, Vinhomes West Point, Đường Đỗ Đức Dục, Phường Từ Liêm, TP Hà Nội, Việt Nam, 10000 Hà Nội, Việt Nam",3,1080000,true,4,https://www.booking.com/hotel/vn/can-ho-vinhomes-tai-my-dinh-ha-noi-stayplus.vi.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/911725588.jpg?k=ab6d9bcba8c1f96c20efbcbbe3cb1dc6d00bead6833608f9f1af528588be4667&o=&hp=1,booking.com,exact,,https://www.google.com/maps/search/?api=1&query=21.011635%2C105.786137,hotel:4ce33fb4-d066-5300-9e8a-453b909127c0
Capsule Đường sắt Hà Nội (Hanoi Railway Capsule),21.032969,105.8441,Khách sạn 5★,Hà Nội,"khách sạn · từ 159.160₫/đêm · 34A Phố Lý Nam Đế 21/34A, Phố Cổ, Hà Nội",1,159160,true,5,https://www.agoda.com/vi-vn/hanoi-railway-capsule/hotel/hanoi-vn.html,https://pix8.agoda.net/hotelImages/78428713/0/d67aa4b52fcf3e60d5d5786a1bf19ed5.jpg?va=1&ce=2&s=1024x768,agoda.com,exact,,https://www.google.com/maps/search/?api=1&query=21.032969%2C105.844100,hotel:5bd522c1-5eb9-5d17-80c8-913bd96c621d
