issues,name,taxonomy,level,destination,sourceRef,url,descriptionLang,unitPrice,latitude,longitude
"điểm công cộng không bán vé, không có giá",Đền Quan Lớn Tuần Tranh,attraction,,Hải Phòng,trip:attraction:142321196,https://vn.trip.com/travel-guide/attraction/haiphong/n-quan-tun-tranh-142321196/,vi,,20.734771,106.395009
"điểm công cộng không bán vé, không có giá",Timezone Aeon Mall Hải Phòng Le Chan,attraction,,Hải Phòng,trip:attraction:149736329,https://vn.trip.com/travel-guide/attraction/haiphong/timezone-aeon-mall-hi-phng-le-chan-149736329/,vi,,20.832266,106.682405
"điểm công cộng không bán vé, không có giá",Hang Đầu Gỗ,attraction,,Hải Phòng,trip:attraction:137221038,https://vn.trip.com/travel-guide/attraction/haiphong/dau-go-cave-137221038/,vi,,20.911157,107.018659
"điểm công cộng không bán vé, không có giá",sông Bắc Hưng Hải,attraction,,Hải Phòng,trip:attraction:150865296,https://vn.trip.com/travel-guide/attraction/haiphong/sng-bc-hng-hi-150865296/,vi,,20.87519,106.242836
"điểm công cộng không bán vé, không có giá",Hồ Hoàn Kiếm,attraction,,Hà Nội,trip:attraction:78921,https://vn.trip.com/travel-guide/attraction/hanoi/hoan-kiem-lake-78921/,vi,,21.028667,105.852148
"điểm công cộng không bán vé, không có giá",Khu Phố Cổ Hà Nội,attraction,,Hà Nội,trip:attraction:10521705,https://vn.trip.com/travel-guide/attraction/hanoi/hanoi-old-quarter-10521705/,vi,,21.034059,105.850637
"điểm công cộng không bán vé, không có giá",Nhà Thờ Lớn Hà Nội,attraction,,Hà Nội,trip:attraction:90605,https://vn.trip.com/travel-guide/attraction/hanoi/st-joseph-cathedral-90605/,vi,,21.028596,105.848861
"điểm công cộng không bán vé, không có giá",Phố Đường Tàu Hà Nội,attraction,,Hà Nội,trip:attraction:136209687,https://vn.trip.com/travel-guide/attraction/hanoi/hanoi-train-street-136209687/,vi,,21.030066,105.844128
"điểm công cộng không bán vé, không có giá",Lăng Chủ tịch Hồ Chí Minh,attraction,,Hà Nội,trip:attraction:78968,https://vn.trip.com/travel-guide/attraction/hanoi/ho-chi-minh-s-mausoleum-78968/,vi,,21.036897,105.834667
"điểm công cộng không bán vé, không có giá",36 Phố Phường Hà Nội,attraction,,Hà Nội,trip:attraction:23895665,https://vn.trip.com/travel-guide/attraction/hanoi/36-pho-phuong-23895665/,vi,,21.034059,105.85015
"điểm công cộng không bán vé, không có giá",Hoàng Thành Thăng Long,attraction,,Hà Nội,trip:attraction:94155,https://vn.trip.com/travel-guide/attraction/hanoi/imperial-citadel-of-thang-long-94155/,vi,,21.035223,105.840259
"điểm công cộng không bán vé, không có giá",Quảng trường Ba Đình,attraction,,Hà Nội,trip:attraction:78920,https://vn.trip.com/travel-guide/attraction/hanoi/ba-dinh-square-78920/,vi,,21.036897,105.834667
"điểm công cộng không bán vé, không có giá",Hồ Tây,attraction,,Hà Nội,trip:attraction:78974,https://vn.trip.com/travel-guide/attraction/hanoi/west-lake-78974/,vi,,21.053238,105.826094
"điểm công cộng không bán vé, không có giá",Văn Miếu – Quốc Tử Giám,attraction,,Hà Nội,trip:attraction:78922,https://vn.trip.com/travel-guide/attraction/hanoi/temple-of-literature-78922/,vi,,21.028118,105.835669
"điểm công cộng không bán vé, không có giá",Trung tâm Triển lãm Việt Nam (VEC),attraction,,Hà Nội,trip:attraction:156686415,https://vn.trip.com/travel-guide/attraction/hanoi/vietnam-exposition-center-156686415/,vi,,21.086561,105.862794
"điểm công cộng không bán vé, không có giá",Phạm Ngũ Lão,attraction,,TP. Hồ Chí Minh,trip:attraction:10524194,https://vn.trip.com/travel-guide/attraction/ho-chi-minh-city/pham-ngu-lao-10524194/,vi,,10.768443,106.692758
"điểm công cộng không bán vé, không có giá",Bưu điện trung tâm Sài Gòn,attraction,,TP. Hồ Chí Minh,trip:attraction:10558858,https://vn.trip.com/travel-guide/attraction/ho-chi-minh-city/saigon-central-post-office-10558858/,vi,,10.779913,106.699902
"điểm công cộng không bán vé, không có giá",Chợ Bến Thành,attraction,,TP. Hồ Chí Minh,trip:attraction:102883,https://vn.trip.com/travel-guide/attraction/ho-chi-minh-city/ben-thanh-market-102883/,vi,,10.772517,106.698021
"điểm công cộng không bán vé, không có giá",Phố Nhật Sài Gòn,attraction,,TP. Hồ Chí Minh,trip:attraction:136962584,https://vn.trip.com/travel-guide/attraction/ho-chi-minh-city/saigon-japan-town-136962584/,vi,,10.77937,106.704703
"điểm công cộng không bán vé, không có giá",Nhà Thờ Giáo Xứ Tân Định,attraction,,TP. Hồ Chí Minh,trip:attraction:28575303,https://vn.trip.com/travel-guide/attraction/ho-chi-minh-city/tan-dinh-church-28575303/,vi,,10.788336,106.690679
"điểm công cộng không bán vé, không có giá",Sông Sài Gòn,attraction,,TP. Hồ Chí Minh,trip:attraction:10547161,https://vn.trip.com/travel-guide/attraction/ho-chi-minh-city/saigon-river-10547161/,vi,,11.142284,106.507932
"điểm công cộng không bán vé, không có giá",Đồi cát Du lịch Hòa Thắng,attraction,,Phan Thiết,trip:attraction:98753,https://vn.trip.com/travel-guide/attraction/hoa-thang/white-sand-dunes-98753/,vi,,11.070942,108.427653
"điểm công cộng không bán vé, không có giá",Làng chài Mũi Né,attraction,,Phan Thiết,trip:attraction:13364291,https://vn.trip.com/travel-guide/attraction/phan-thiet/mui-ne-fishing-village-13364291/,vi,,10.94101,108.279127
"điểm công cộng không bán vé, không có giá",Suối Tiên - Mũi Né,attraction,,Phan Thiết,trip:attraction:95591,https://vn.trip.com/travel-guide/attraction/phan-thiet/fairy-stream-mui-ne-95591/,vi,,10.951203,108.256448
"điểm công cộng không bán vé, không có giá",Đồi Cát Đỏ,attraction,,Phan Thiết,trip:attraction:98754,https://vn.trip.com/travel-guide/attraction/phan-thiet/red-sand-dunes-98754/,vi,,10.949296,108.29635
"điểm công cộng không bán vé, không có giá",Bãi Biển Mũi Né,attraction,,Phan Thiết,trip:attraction:10758423,https://vn.trip.com/travel-guide/attraction/phan-thiet/mui-ne-beach-10758423/,vi,,10.95375,108.306505
"điểm công cộng không bán vé, không có giá",Tháp Chăm Po Sah Inư,attraction,,Phan Thiết,trip:attraction:23884779,https://vn.trip.com/travel-guide/attraction/phan-thiet/po-sah-inu-cham-towers-23884779/,vi,,10.935968,108.146018
"điểm công cộng không bán vé, không có giá",Bãi biển Đồi Dương,attraction,,Phan Thiết,trip:attraction:143185156,https://vn.trip.com/travel-guide/attraction/phan-thiet/doi-duong-beach-143185156/,vi,,10.924222,108.115016
"điểm công cộng không bán vé, không có giá",Sea Links Golf & Country Club,golf,,Phan Thiết,trip:attraction:58285552,https://vn.trip.com/travel-guide/attraction/phan-thiet/sea-links-golf-country-club-58285552/,vi,,10.942468,108.182232
"điểm công cộng không bán vé, không có giá",Mũi Kê Gà,attraction,,Phan Thiết,trip:attraction:137170972,https://vn.trip.com/travel-guide/attraction/tan-thanh/ke-ga-cape-137170972/,vi,,10.695261,107.99156
"điểm công cộng không bán vé, không có giá",TTC Palace,attraction,,Phan Thiết,trip:attraction:144013254,https://vn.trip.com/travel-guide/attraction/phan-thiet/ttc-palace-144013254/,vi,,10.940739,108.103248
"điểm công cộng không bán vé, không có giá",Hải Đăng Kê Gà,attraction,,Phan Thiết,trip:attraction:147009059,https://vn.trip.com/travel-guide/attraction/tan-thanh/ke-ga-lighthouse-147009059/,vi,,10.695289,107.991564
"điểm công cộng không bán vé, không có giá",Công Viên Đồi Dương,attraction,,Phan Thiết,trip:attraction:150451195,https://vn.trip.com/travel-guide/attraction/phan-thiet/city-150451195/,vi,,10.925517,108.115651
"điểm công cộng không bán vé, không có giá",Công viên Võ Văn Kiệt,attraction,,Phan Thiết,trip:attraction:143793178,https://vn.trip.com/travel-guide/attraction/phan-thiet/v-vn-kit-park-143793178/,vi,,10.939922,108.106046
"điểm công cộng không bán vé, không có giá",Hoàng Thành Huế,attraction,,Huế,trip:attraction:136817447,https://vn.trip.com/travel-guide/attraction/hue/hue-imperial-city-136817447/,vi,,16.469527,107.577432
"điểm công cộng không bán vé, không có giá",Chùa Thiên Mụ,attraction,,Huế,trip:attraction:84581,https://vn.trip.com/travel-guide/attraction/hue/thien-mu-pagoda-84581/,vi,,16.453178,107.544833
"điểm công cộng không bán vé, không có giá; cách tâm Huế 66 km",Hải Vân Quan,attraction,,Huế,trip:attraction:137069029,https://vn.trip.com/travel-guide/attraction/hue/hi-vn-quan-137069029/,vi,,16.187738,108.131294
"điểm công cộng không bán vé, không có giá",Đầm Lập An,attraction,,Huế,trip:attraction:136699028,https://vn.trip.com/travel-guide/attraction/hue/lap-an-lagoon-136699028/,vi,,16.221422,108.061563
"điểm công cộng không bán vé, không có giá",Cung An Định,attraction,,Huế,trip:attraction:55804020,https://vn.trip.com/travel-guide/attraction/hue/an-dinh-palace-55804020/,vi,,16.456656,107.598282
"điểm công cộng không bán vé, không có giá; cách tâm Huế 65 km",Đèo Hải Vân,attraction,,Huế,trip:attraction:96727,https://vn.trip.com/travel-guide/attraction/hue/hai-van-mountain-96727/,vi,,16.2,108.133333
"điểm công cộng không bán vé, không có giá",Ngọ Môn,attraction,,Huế,trip:attraction:142915263,https://vn.trip.com/travel-guide/attraction/hue/meridian-gate-142915263/,vi,,16.467693,107.579174
"điểm công cộng không bán vé, không có giá",Đồi Vọng Cảnh,attraction,,Huế,trip:attraction:50555709,https://vn.trip.com/travel-guide/attraction/hue/vong-canh-hill-50555709/,vi,,16.427217,107.564939
"điểm công cộng không bán vé, không có giá",Đường đi bộ Huế,attraction,,Huế,trip:attraction:136953053,https://vn.trip.com/travel-guide/attraction/hue/hue-walking-street-136953053/,vi,,16.468639,107.595327
"điểm công cộng không bán vé, không có giá",Chùa Từ Hiếu,attraction,,Huế,trip:attraction:58312533,https://vn.trip.com/travel-guide/attraction/hue/tu-hieu-pagoda-58312533/,vi,,16.438878,107.572025
"điểm công cộng không bán vé, không có giá",Hồ Thuỷ Tiên,attraction,,Huế,trip:attraction:61885483,https://vn.trip.com/travel-guide/attraction/hue/thuy-tien-lake-abandoned-water-park-61885483/,vi,,16.407873,107.57859
"điểm công cộng không bán vé, không có giá",Nhà Thờ Chính Tòa Phủ Cam,attraction,,Huế,trip:attraction:38738026,https://vn.trip.com/travel-guide/attraction/hue/phu-cam-cathedral-38738026/,vi,,16.452563,107.587815
"điểm công cộng không bán vé, không có giá",Thành cổ Vinh,attraction,,Nghệ An,trip:attraction:136954425,https://vn.trip.com/travel-guide/attraction/vinh-city/old-citadel-of-vinh-136954425/,vi,,18.670353,105.669382
"điểm công cộng không bán vé, không có giá",Công viên Trung Tâm,attraction,,Nghệ An,trip:attraction:144405138,https://vn.trip.com/travel-guide/attraction/vinh-city/central-park-144405138/,vi,,18.667849,105.686751
"điểm công cộng không bán vé, không có giá",Khu Di tích Kim Liên - Quê Nội Bác Hồ Chí Minh,attraction,,Nghệ An,trip:attraction:136954513,https://vn.trip.com/travel-guide/attraction/kim-lien/kim-lien-relic-136954513/,vi,,18.6742,105.5546
"điểm công cộng không bán vé, không có giá",Bãi biển Cửa Lò,attraction,,Nghệ An,trip:attraction:50618503,https://vn.trip.com/travel-guide/attraction/vinh-city/cua-lo-beach-50618503/,vi,,18.77847,105.748687
"điểm công cộng không bán vé, không có giá",Đền Ông Hoàng Mười,attraction,,Nghệ An,trip:attraction:141435774,https://vn.trip.com/travel-guide/attraction/hung-nguyen/n-ng-hong-mi-141435774/,vi,,18.640972,105.691569
"điểm công cộng không bán vé, không có giá",Nhà cụ Hoàng Xuân Đường (Quê Ngoại Bác Hồ),attraction,,Nghệ An,trip:attraction:136838705,https://vn.trip.com/travel-guide/attraction/kim-lien/uncle-hos-birthplace-136838705/,vi,,18.676811,105.568949
"điểm công cộng không bán vé, không có giá",LOTTE Cinema Vinh,attraction,,Nghệ An,trip:attraction:142870762,https://vn.trip.com/travel-guide/attraction/vinh-city/lotte-cinema-vinh-142870762/,vi,,18.687762,105.665742
"điểm công cộng không bán vé, không có giá",Khu di tích Kim Liên,attraction,,Nghệ An,trip:attraction:136720499,https://vn.trip.com/travel-guide/attraction/kim-lien/qu-hng-bc-h-136720499/,vi,,18.676419,105.568196
"điểm công cộng không bán vé, không có giá",Quảng trường Bình Minh,attraction,,Nghệ An,trip:attraction:146311681,https://vn.trip.com/travel-guide/attraction/vinh-city/qung-trng-bnh-minh-146311681/,vi,,18.797993,105.730526
"điểm công cộng không bán vé, không có giá",Đền Thờ Vua Quang Trung.,attraction,,Nghệ An,trip:attraction:142586332,https://vn.trip.com/travel-guide/attraction/vinh-city/ni-quyt-n-th-vua-quang-trung-142586332/,vi,,18.648464,105.696463
"điểm công cộng không bán vé, không có giá",Cổng Thành Nghệ An,attraction,,Nghệ An,trip:attraction:147231702,https://vn.trip.com/travel-guide/attraction/vinh-city/cng-thnh-ngh-an-147231702/,vi,,18.667856,105.669312
"điểm công cộng không bán vé, không có giá",Sân Vận động Vinh,attraction,,Nghệ An,trip:attraction:142908236,https://vn.trip.com/travel-guide/attraction/vinh-city/vinh-stadium-142908236/,vi,,18.669087,105.669351
"điểm công cộng không bán vé, không có giá",Bảo tàng Quân khu IV,attraction,,Nghệ An,trip:attraction:143775480,https://vn.trip.com/travel-guide/attraction/vinh-city/museum-of-military-region-iv-143775480/,vi,,18.658388,105.694558
"điểm công cộng không bán vé, không có giá",Công viên tam giác,attraction,,Nghệ An,trip:attraction:142681792,https://vn.trip.com/travel-guide/attraction/vinh-city/cng-vin-tam-gic-142681792/,vi,,18.676918,105.674861
"điểm công cộng không bán vé, không có giá; cách tâm Hà Tĩnh 39 km",Khu Lưu niệm Đại thi hào Nguyễn Du,attraction,,Hà Tĩnh,trip:attraction:142729334,https://vn.trip.com/travel-guide/attraction/tien-dien/memorial-of-the-great-poet-nguyn-du-142729334/,vi,,18.664999,105.76681
"điểm công cộng không bán vé, không có giá; cách tâm Hà Tĩnh 37 km",Đền Chợ Củi - Thờ Quan Hoàng Mười,attraction,,Hà Tĩnh,trip:attraction:151026800,https://vn.trip.com/travel-guide/attraction/nghi-xuan/n-ch-ci-th-quan-hong-mi-151026800/,vi,,18.60487,105.691334
"điểm công cộng không bán vé, không có giá",Bãi biển Nha Trang,attraction,,Nha Trang,trip:attraction:10521723,https://vn.trip.com/travel-guide/attraction/nha-trang/nha-trang-beach-10521723/,vi,,12.236339,109.197853
"điểm công cộng không bán vé, không có giá",Nhà thờ Núi,attraction,,Nha Trang,trip:attraction:95179,https://vn.trip.com/travel-guide/attraction/nha-trang/mountain-church-95179/,vi,,12.246731,109.188126
"điểm công cộng không bán vé, không có giá",Hòn Chồng,attraction,,Nha Trang,trip:attraction:95180,https://vn.trip.com/travel-guide/attraction/nha-trang/hon-chong-95180/,vi,,12.27292,109.206493
"điểm công cộng không bán vé, không có giá",Du thuyền Hoàng Đế,attraction,,Nha Trang,trip:attraction:33764024,https://vn.trip.com/travel-guide/attraction/nha-trang/emperor-cruises-origin-nha-trang-33764024/,vi,,12.211883,109.206456
"điểm công cộng không bán vé, không có giá",Hòn Mun,attraction,,Nha Trang,trip:attraction:140618471,https://vn.trip.com/travel-guide/attraction/nha-trang/hon-mun-140618471/,vi,,12.166145,109.302482
"điểm công cộng không bán vé, không có giá",Tháp Bà Ponagar,attraction,,Nha Trang,trip:attraction:84900,https://vn.trip.com/travel-guide/attraction/nha-trang/po-nagar-temple-84900/,vi,,12.265367,109.195368
"điểm công cộng không bán vé, không có giá",Grand World Phú Quốc,attraction,,Phú Quốc,trip:attraction:130898816,https://vn.trip.com/travel-guide/attraction/phu-quoc-island/grand-world-phu-quoc-130898816/,vi,,10.328481,103.862952
"điểm công cộng không bán vé, không có giá",Thị trấn Hoàng Hôn - Sunset Town,attraction,,Phú Quốc,trip:attraction:137238371,https://vn.trip.com/travel-guide/attraction/phu-quoc-island/sunset-town-137238371/,vi,,10.026903,104.007917
"điểm công cộng không bán vé, không có giá",hòn Thơm,attraction,,Phú Quốc,trip:attraction:36232888,https://vn.trip.com/travel-guide/attraction/phu-quoc-island/thom-island-36232888/,vi,,9.953888,104.017393
"điểm công cộng không bán vé, không có giá",Starfish Beach,attraction,,Phú Quốc,trip:attraction:81736042,https://vn.trip.com/travel-guide/attraction/phu-quoc-island/starfish-beach-81736042/,vi,,10.372037,103.937316
"điểm công cộng không bán vé, không có giá",Bãi tắm Sao,attraction,,Phú Quốc,trip:attraction:30066717,https://vn.trip.com/travel-guide/attraction/phu-quoc-island/sao-beach-30066717/,vi,,10.057258,104.036395
"điểm công cộng không bán vé, không có giá",Chợ đêm Phú Quốc,attraction,,Phú Quốc,trip:attraction:30315955,https://vn.trip.com/travel-guide/attraction/phu-quoc-island/phu-quoc-night-market-30315955/,vi,,10.215975,103.960357
"điểm công cộng không bán vé, không có giá",Bãi Dài,attraction,,Phú Quốc,trip:attraction:30066751,https://vn.trip.com/travel-guide/attraction/phu-quoc-island/long-beach-30066751/,vi,,10.338056,103.848618
"điểm công cộng không bán vé, không có giá",Vườn Quốc gia Phú Quốc,attraction,,Phú Quốc,trip:attraction:30072453,https://vn.trip.com/travel-guide/attraction/phu-quoc-island/phu-quoc-national-park-30072453/,vi,,10.331673,104.030407
"điểm công cộng không bán vé, không có giá",Ky Co Beach,attraction,,Quy Nhơn,trip:attraction:55894440,https://vn.trip.com/travel-guide/attraction/quy-nhon-dong/ky-co-beach-55894440/,vi,,13.85014,109.29181
"điểm công cộng không bán vé, không có giá",Trung tâm KHÁM PHÁ KHOA HỌC Quy Nhơn - ExploraScience Quy Nhon,attraction,,Quy Nhơn,trip:attraction:142753243,https://vn.trip.com/travel-guide/attraction/quy-nhon-nam/explorascience-quy-nhon-142753243/,vi,,13.717669,109.213521
"điểm công cộng không bán vé, không có giá",Bãi trứng - khu du lịch Ghềnh Ráng,attraction,,Quy Nhơn,trip:attraction:137009138,https://vn.trip.com/travel-guide/attraction/quy-nhon-nam/bi-trng-khu-du-lch-ghnh-rng-137009138/,vi,,13.742313,109.215813
"điểm công cộng không bán vé, không có giá",Quảng trường Nguyễn Tất Thành,attraction,,Quy Nhơn,trip:attraction:141431182,https://vn.trip.com/travel-guide/attraction/quy-nhon/quy-nhon-square-141431182/,vi,,13.762136,109.222072
"điểm công cộng không bán vé, không có giá",Tháp Đôi Quy Nhơn,attraction,,Quy Nhơn,trip:attraction:137201319,https://vn.trip.com/travel-guide/attraction/quy-nhon/thp-i-quy-nhn-137201319/,vi,,13.786171,109.211038
"điểm công cộng không bán vé, không có giá",Bãi biển Quy Nhơn,attraction,,Quy Nhơn,trip:attraction:142300145,https://vn.trip.com/travel-guide/attraction/quy-nhon/b-bin-quy-nhn-142300145/,vi,,13.762792,109.224612
"điểm công cộng không bán vé, không có giá",Bãi tắm Hoàng Hậu,attraction,,Quy Nhơn,trip:attraction:143992981,https://vn.trip.com/travel-guide/attraction/quy-nhon-nam/queen-s-beach-143992981/,vi,,13.742366,109.215673
"điểm công cộng không bán vé, không có giá",Tiểu chủng viện Làng Sông,attraction,,Quy Nhơn,trip:attraction:149943260,https://vn.trip.com/travel-guide/attraction/tuy-phuoc/lang-song-minor-seminary-149943260/,vi,,13.82055,109.199092
"điểm công cộng không bán vé, không có giá",CGV Kim Cúc Plaza,attraction,,Quy Nhơn,trip:attraction:141652296,https://vn.trip.com/travel-guide/attraction/quy-nhon-nam/cgv-kim-cuc-plaza-141652296/,vi,,13.753924,109.207625
"điểm công cộng không bán vé, không có giá",TMS Quy Nhơn - Lee Xinh,attraction,,Quy Nhơn,trip:attraction:141833025,https://vn.trip.com/travel-guide/attraction/quy-nhon/dieu-tri-market-141833025/,vi,,13.770065,109.232887
"điểm công cộng không bán vé, không có giá",Children Park,attraction,,Quy Nhơn,trip:attraction:143769337,https://vn.trip.com/travel-guide/attraction/quy-nhon/children-park-143769337/,vi,,13.758335,109.219781
"điểm công cộng không bán vé, không có giá",Tháp Bánh Ít,attraction,,Quy Nhơn,trip:attraction:142610439,https://vn.trip.com/travel-guide/attraction/tuy-phuoc-bac/banh-it-cham-temple-142610439/,vi,,13.868424,109.135219
"điểm công cộng không bán vé, không có giá",Tượng đài Quang Trung,attraction,,Quy Nhơn,trip:attraction:137410395,https://vn.trip.com/travel-guide/attraction/quy-nhon/quang-trung-statue-137410395/,vi,,13.777137,109.226193
"điểm công cộng không bán vé, không có giá",Hòn Khô,attraction,,Quy Nhơn,trip:attraction:144610472,https://vn.trip.com/travel-guide/attraction/quy-nhon-dong/hn-kh-144610472/,vi,,13.769203,109.290936
"điểm công cộng không bán vé, không có giá",Nhà Thờ Chánh Tòa Qui Nhơn,attraction,,Quy Nhơn,trip:attraction:142866318,https://vn.trip.com/travel-guide/attraction/quy-nhon/quy-nhon-cathedral-142866318/,vi,,13.775515,109.234994
"điểm công cộng không bán vé, không có giá",Khu DU LỊCH Cửa Biển,attraction,,Quy Nhơn,trip:attraction:136696996,https://vn.trip.com/travel-guide/attraction/quy-nhon-dong/seagate-theme-park-136696996/,vi,,13.812978,109.251521
cách tâm Ninh Bình 32 km,Meliá Vinpearl Phu Ly - Phòng Deluxe,hotel,room,Ninh Bình,booking:hotel:4139520:room:413952020,https://www.booking.com/hotel/vn/melia-vinpearl-phu-ly.vi.html,vi,1224720,20.543498836270945,105.91696844047544
cách tâm Ninh Bình 32 km,Meliá Vinpearl Phu Ly - Phòng Premium,hotel,room,Ninh Bình,booking:hotel:4139520:room:413952021,https://www.booking.com/hotel/vn/melia-vinpearl-phu-ly.vi.html,vi,1408428,20.543498836270945,105.91696844047544
cách tâm Ninh Bình 32 km,Meliá Vinpearl Phu Ly - Suite,hotel,room,Ninh Bình,booking:hotel:4139520:room:413952022,https://www.booking.com/hotel/vn/melia-vinpearl-phu-ly.vi.html,vi,2143260,20.543498836270945,105.91696844047544
cách tâm Hà Tĩnh 35 km,Serena Xuân Thành Hotel - Phòng Giường Đôi,hotel,room,Hà Tĩnh,booking:hotel:16189611:room:1618961101,https://www.booking.com/hotel/vn/serena-xuan-thanh.vi.html,vi,400000,18.637408656396367,105.80637182251269
cách tâm Hà Tĩnh 35 km,Serena Xuân Thành Hotel - Phòng 2 Giường Đơn,hotel,room,Hà Tĩnh,booking:hotel:16189611:room:1618961102,https://www.booking.com/hotel/vn/serena-xuan-thanh.vi.html,vi,400000,18.637408656396367,105.80637182251269
cách tâm Hà Tĩnh 35 km,Serena Xuân Thành Hotel - Phòng Gia Đình,hotel,room,Hà Tĩnh,booking:hotel:16189611:room:1618961103,https://www.booking.com/hotel/vn/serena-xuan-thanh.vi.html,vi,800000,18.637408656396367,105.80637182251269
cách tâm Hà Tĩnh 40 km,Songlam Waterfront Hotel - 藍江酒店 - Phòng Deluxe 2 Giường Đơn,hotel,room,Hà Tĩnh,booking:hotel:8006308:room:bbasic_0,https://www.booking.com/hotel/vn/songlam-waterfront.vi.html,vi,1083229,18.643376713207456,105.71112933700012
cách tâm Hà Tĩnh 40 km,Songlam Waterfront Hotel - 藍江酒店 - Phòng Deluxe Gia đình,hotel,room,Hà Tĩnh,booking:hotel:8006308:room:800630805,https://www.booking.com/hotel/vn/songlam-waterfront.vi.html,vi,1825740,18.643376713207456,105.71112933700012
cách tâm Hà Tĩnh 40 km,Songlam Waterfront Hotel - 藍江酒店 - Suite Executive,hotel,room,Hà Tĩnh,booking:hotel:8006308:room:800630806,https://www.booking.com/hotel/vn/songlam-waterfront.vi.html,vi,2778300,18.643376713207456,105.71112933700012
cách tâm Hà Tĩnh 42 km,Khách Sạn Xanh Hà Tĩnh - Phòng Giường Đôi,hotel,room,Hà Tĩnh,booking:hotel:15778272:room:bbasic_0,https://www.booking.com/hotel/vn/khach-san-xanh-tinh-ha-tinh.vi.html,vi,238840,18.38195570421343,105.50757332155102
cách tâm Hà Tĩnh 42 km,Khách Sạn Xanh Hà Tĩnh - Phòng Tiêu Chuẩn Giường Đôi,hotel,room,Hà Tĩnh,booking:hotel:15778272:room:1577827202,https://www.booking.com/hotel/vn/khach-san-xanh-tinh-ha-tinh.vi.html,vi,346192,18.38195570421343,105.50757332155102
cách tâm Hà Tĩnh 42 km,Khách Sạn Xanh Hà Tĩnh - Phòng 2 Giường Đơn,hotel,room,Hà Tĩnh,booking:hotel:15778272:room:1577827203,https://www.booking.com/hotel/vn/khach-san-xanh-tinh-ha-tinh.vi.html,vi,404096,18.38195570421343,105.50757332155102
cách tâm Hà Tĩnh 34 km,Hoa Tien Paradise Villa - Ngôi Nhà 2 Phòng Ngủ,hotel,room,Hà Tĩnh,booking:hotel:8810409:room:881040901,https://www.booking.com/hotel/vn/hoa-tien-paradise-villa.vi.html,vi,3800000,18.624255682272697,105.81379688181649
không có ảnh: dùng logo hãng bay,VietJet Air VJ609: Nha Trang - TP. Hồ Chí Minh (00:00),flight,flight,TP. Hồ Chí Minh,trip:flight:CXR-SGN:VJ609,https://vn.trip.com/flights/nha-trang-to-ho-chi-minh-city/airfares-nha-sgn/,vi,519000,10.8188,106.652
không có ảnh: dùng logo hãng bay,VietJet Air VJ603: Nha Trang - TP. Hồ Chí Minh (01:50),flight,flight,TP. Hồ Chí Minh,trip:flight:CXR-SGN:VJ603,https://vn.trip.com/flights/nha-trang-to-ho-chi-minh-city/airfares-nha-sgn/,vi,632000,10.8188,106.652
không có ảnh: dùng logo hãng bay,VietJet Air VJ601: Nha Trang - TP. Hồ Chí Minh (09:35),flight,flight,TP. Hồ Chí Minh,trip:flight:CXR-SGN:VJ601,https://vn.trip.com/flights/nha-trang-to-ho-chi-minh-city/airfares-nha-sgn/,vi,643000,10.8188,106.652
không có ảnh: dùng logo hãng bay,VietJet Air VJ607: Nha Trang - TP. Hồ Chí Minh (00:10),flight,flight,TP. Hồ Chí Minh,trip:flight:CXR-SGN:VJ607,https://vn.trip.com/flights/nha-trang-to-ho-chi-minh-city/airfares-nha-sgn/,vi,670000,10.8188,106.652
không có ảnh: dùng logo hãng bay,VietJet Air VJ780: Nha Trang - Hà Nội (12:35),flight,flight,Hà Nội,trip:flight:CXR-HAN:VJ780,https://vn.trip.com/flights/nha-trang-to-hanoi/airfares-nha-han/,vi,678000,21.221201,105.806999
không có ảnh: dùng logo hãng bay,Vietravel Airlines VU1270: Nha Trang - Hà Nội (01:50),flight,flight,Hà Nội,trip:flight:CXR-HAN:VU1270,https://vn.trip.com/flights/nha-trang-to-hanoi/airfares-nha-han/,vi,697000,21.221201,105.806999
không có ảnh: dùng logo hãng bay,VietJet Air VJ580: Nha Trang - Đà Nẵng (04:30),flight,flight,Đà Nẵng,trip:flight:CXR-DAD:VJ580,https://vn.trip.com/flights/nha-trang-to-da-nang/airfares-nha-dad/,vi,682000,16.0439,108.198997
không có ảnh: dùng logo hãng bay,VietJet Air VJ1582: Nha Trang - Đà Nẵng (02:00),flight,flight,Đà Nẵng,trip:flight:CXR-DAD:VJ1582,https://vn.trip.com/flights/nha-trang-to-da-nang/airfares-nha-dad/,vi,694000,16.0439,108.198997
không có ảnh: dùng logo hãng bay,VietJet Air VJ582: Nha Trang - Đà Nẵng (23:55),flight,flight,Đà Nẵng,trip:flight:CXR-DAD:VJ582,https://vn.trip.com/flights/nha-trang-to-da-nang/airfares-nha-dad/,vi,802000,16.0439,108.198997
không có ảnh: dùng logo hãng bay,Vietnam Airlines VN1940: Nha Trang - Đà Nẵng (11:50),flight,flight,Đà Nẵng,trip:flight:CXR-DAD:VN1940,https://vn.trip.com/flights/nha-trang-to-da-nang/airfares-nha-dad/,vi,957000,16.0439,108.198997
không có ảnh: dùng logo hãng bay,Sun PhuQuoc Airways 9G2953: Nha Trang - Phú Quốc (06:30),flight,flight,Phú Quốc,trip:flight:CXR-PQC:9G2953,https://vn.trip.com/flights/nha-trang-to-phu-quoc-island/airfares-nha-pqc/,vi,663000,10.169783,103.99353
