issue,sourceRef,productId,name,taxonomy,destination,unitPrice,available
description_under_80,vinpearl:hotel:9f474bc1-62f4-666b-1c63-7e7330412cfd:room:00edfd2d-8e24-43d9-bd54-9b211c21c3f6,578925f9-bb93-5862-a4ee-db8661b832c1,Vinpearl Resort & Spa Hạ Long - Deluxe Sân Vườn Giường Đôi,hotel,Hạ Long,4280000,True
non_vi_or_undetected,vinpearl:hotel:9f474bc1-62f4-666b-1c63-7e7330412cfd:room:81cb3113-0830-42fd-818e-7c7e5a0afab2,b49d821a-c54c-512f-8fb4-2137f681a571,Vinpearl Resort & Spa Hạ Long - Deluxe Sân Vườn 2 Giường Đơn,hotel,Hạ Long,4280000,True
description_under_80,vinpearl:hotel:9f474bc1-62f4-666b-1c63-7e7330412cfd:room:81cb3113-0830-42fd-818e-7c7e5a0afab2,b49d821a-c54c-512f-8fb4-2137f681a571,Vinpearl Resort & Spa Hạ Long - Deluxe Sân Vườn 2 Giường Đơn,hotel,Hạ Long,4280000,True
no_positive_price,vinpearl:tour:VW02886,a4801188-c110-5c9a-ac45-ef6de2eb59b2,[VinWonders Water Park] [MUA 2 TẶNG 1] - Vé vào cửa tiêu chuẩn Công viên Nước,attraction,Hà Nội,0,True
zero_price_available,vinpearl:tour:VW02886,a4801188-c110-5c9a-ac45-ef6de2eb59b2,[VinWonders Water Park] [MUA 2 TẶNG 1] - Vé vào cửa tiêu chuẩn Công viên Nước,attraction,Hà Nội,0,True
detail_fallback,vinpearl:tour:VW02886,a4801188-c110-5c9a-ac45-ef6de2eb59b2,[VinWonders Water Park] [MUA 2 TẶNG 1] - Vé vào cửa tiêu chuẩn Công viên Nước,attraction,Hà Nội,0,True
description_under_80,vinpearl:tour:VW02886,a4801188-c110-5c9a-ac45-ef6de2eb59b2,[VinWonders Water Park] [MUA 2 TẶNG 1] - Vé vào cửa tiêu chuẩn Công viên Nước,attraction,Hà Nội,0,True
no_positive_price,vinpearl:tour:VW02885,deb85c3d-51d5-5cbc-b29b-73a970f88fae,[VinWonders Wave Park] [MUA 2 TẶNG 1] - Vé vào cửa tiêu chuẩn Công viên Sóng,attraction,Hà Nội,0,True
zero_price_available,vinpearl:tour:VW02885,deb85c3d-51d5-5cbc-b29b-73a970f88fae,[VinWonders Wave Park] [MUA 2 TẶNG 1] - Vé vào cửa tiêu chuẩn Công viên Sóng,attraction,Hà Nội,0,True
detail_fallback,vinpearl:tour:VW02885,deb85c3d-51d5-5cbc-b29b-73a970f88fae,[VinWonders Wave Park] [MUA 2 TẶNG 1] - Vé vào cửa tiêu chuẩn Công viên Sóng,attraction,Hà Nội,0,True
description_under_80,vinpearl:tour:VW02885,deb85c3d-51d5-5cbc-b29b-73a970f88fae,[VinWonders Wave Park] [MUA 2 TẶNG 1] - Vé vào cửa tiêu chuẩn Công viên Sóng,attraction,Hà Nội,0,True
member_variant,vinpearl:tour:VW02874,025b714e-049e-578e-bc6a-bce3162e4b13,[VIN33 - Diamond] - [Combo 01 ngày] - VinWonders + Vinpearl Safari Phú Quốc,combo,Phú Quốc,1275000,True
member_variant,vinpearl:tour:VW02873,68cef331-76bd-5073-8012-eaacd8fae836,[VIN33 - Platinum] - [Combo 01 ngày] - VinWonders + Vinpearl Safari Phú Quốc,combo,Phú Quốc,1365000,True
member_variant,vinpearl:tour:VW02872,8f1d24af-8cf1-5750-a25f-d109ab6aa59d,[VIN33 - Diamond] - [Vinpearl Safari Phú Quốc] - Vé Vào Cửa Tiêu Chuẩn,attraction,Phú Quốc,807500,True
member_variant,vinpearl:tour:VW02871,f58f09c9-c8bc-53c0-b5f5-d704dbc0b04e,[VIN33 - Platinum] - [Vinpearl Safari Phú Quốc] - Vé Vào Cửa Tiêu Chuẩn,attraction,Phú Quốc,864500,True
member_variant,vinpearl:tour:VW02870,908accd5-e891-519b-bd32-dd296322ced8,[VIN33 - Diamond] - [VinWonders Phú Quốc] - Vé Vào Cửa Tiêu Chuẩn,attraction,Phú Quốc,892500,True
member_variant,vinpearl:tour:VW02869,64254f74-4122-5293-8542-ce1bc25fc884,[VIN33 - Platinum] - [VinWonders Phú Quốc] - Vé Vào Cửa Tiêu Chuẩn,attraction,Phú Quốc,955500,True
member_variant,vinpearl:tour:VW02868,737be10f-b0d9-52e9-8b69-941931da8954,[VIN33 - Diamond] - [VinWonders Cửa Hội] - Combo Phá Đảo 04 Khu,combo,Nghệ An,442000,True
member_variant,vinpearl:tour:VW02867,2ed5c3c2-43e2-5151-a6d5-829a50a6839a,[VIN33 - Platinum] - [VinWonders Cửa Hội] - Combo Phá Đảo 04 Khu,combo,Nghệ An,473200,True
member_variant,vinpearl:tour:VW02866,9d126607-e844-51f1-854e-3ac9d779577d,[VIN33 - Gold] - [VinWonders Cửa Hội] - Combo Phá Đảo 04 Khu,combo,Nghệ An,488800,True
non_vi_or_undetected,vinpearl:tour:VW02865,5c82253d-095b-5b87-a334-2264482010ed,[VIN33 - Diamond] - [VinWonders Cửa Hội] - Combo 03 Games trên Đảo,combo,Nghệ An,161500,True
member_variant,vinpearl:tour:VW02865,5c82253d-095b-5b87-a334-2264482010ed,[VIN33 - Diamond] - [VinWonders Cửa Hội] - Combo 03 Games trên Đảo,combo,Nghệ An,161500,True
non_vi_or_undetected,vinpearl:tour:VW02864,c0580640-927d-52be-b301-8aae7524b73a,[VIN33 - Platinum] - [VinWonders Cửa Hội] - Combo 03 Games trên Đảo,combo,Nghệ An,172900,True
member_variant,vinpearl:tour:VW02864,c0580640-927d-52be-b301-8aae7524b73a,[VIN33 - Platinum] - [VinWonders Cửa Hội] - Combo 03 Games trên Đảo,combo,Nghệ An,172900,True
non_vi_or_undetected,vinpearl:tour:VW02863,8de3c564-375c-528f-8ace-7535acc4f10b,[VIN33 - Gold] - [VinWonders Cửa Hội] - Combo 03 Games trên Đảo,combo,Nghệ An,178600,True
member_variant,vinpearl:tour:VW02863,8de3c564-375c-528f-8ace-7535acc4f10b,[VIN33 - Gold] - [VinWonders Cửa Hội] - Combo 03 Games trên Đảo,combo,Nghệ An,178600,True
member_variant,vinpearl:tour:VW02862,7da702d9-100f-58f7-9eba-9f226aa2ab38,[VIN33 - Diamond] - [VinWonders Cửa Hội] - Công Viên Nước Thiên Đường Nhiệt Đới,attraction,Nghệ An,204000,True
member_variant,vinpearl:tour:VW02861,f809fe43-faf2-501e-8653-37d872339f5c,[VIN33 - Platinum] - [VinWonders Cửa Hội] - Công Viên Nước Thiên Đường Nhiệt Đới,attraction,Nghệ An,218400,True
member_variant,vinpearl:tour:VW02860,062c8638-0b1d-5e37-b34c-d6519001db25,[VIN33 - Gold] - [VinWonders Cửa Hội] - Công Viên Nước Thiên Đường Nhiệt Đới,attraction,Nghệ An,235000,True
non_vi_or_undetected,vinpearl:tour:VW02859,d9456f06-488b-50c4-b912-f69b3e044fab,[VIN33 - Diamond] - [VinWonders Cửa Hội] - Cáp Treo 2 Chiều Tiêu Chuẩn,attraction,Nghệ An,212500,True
member_variant,vinpearl:tour:VW02859,d9456f06-488b-50c4-b912-f69b3e044fab,[VIN33 - Diamond] - [VinWonders Cửa Hội] - Cáp Treo 2 Chiều Tiêu Chuẩn,attraction,Nghệ An,212500,True
non_vi_or_undetected,vinpearl:tour:VW02858,14a14727-5f1f-55b3-b83f-691a7bd2265b,[VIN33 - Platinum] - [VinWonders Cửa Hội] - Cáp Treo 2 Chiều Tiêu Chuẩn,attraction,Nghệ An,227500,True
member_variant,vinpearl:tour:VW02858,14a14727-5f1f-55b3-b83f-691a7bd2265b,[VIN33 - Platinum] - [VinWonders Cửa Hội] - Cáp Treo 2 Chiều Tiêu Chuẩn,attraction,Nghệ An,227500,True
non_vi_or_undetected,vinpearl:tour:VW02857,9f7f8569-dc08-5b33-816c-a47142753899,[VIN33 - Gold] - [VinWonders Cửa Hội] - Cáp Treo 2 Chiều Tiêu Chuẩn,attraction,Nghệ An,235000,True
member_variant,vinpearl:tour:VW02857,9f7f8569-dc08-5b33-816c-a47142753899,[VIN33 - Gold] - [VinWonders Cửa Hội] - Cáp Treo 2 Chiều Tiêu Chuẩn,attraction,Nghệ An,235000,True
member_variant,vinpearl:tour:VW02856,6ff68826-9c7f-528c-b59e-365d8eef5e9f,[VIN33 - Diamond] - [VinWonders Vũ Yên] - Combo 03 khu: Vườn Thú + Trò Chơi + Công Viên Nước,combo,Hải Phòng,382500,True
member_variant,vinpearl:tour:VW02855,ab2a5f90-e0fb-5321-b1ca-8dc4d12c2ab5,[VIN33 - Platinum] - [VinWonders Vũ Yên] - Combo 03 khu: Vườn Thú + Trò Chơi + Công Viên Nước,combo,Hải Phòng,409500,True
member_variant,vinpearl:tour:VW02854,a14545a5-b194-53b9-a8fb-ee8701ba804e,[VIN33 - Diamond] - [VinWonders Nam Hội An] Vé vào cửa sau 14:00,attraction,Hội An,382500,True
member_variant,vinpearl:tour:VW02853,ab7b9481-92bc-57f2-9155-e09534c48bd8,[VIN33 - Platinum] - [VinWonders Nam Hội An] Vé vào cửa sau 14:00,attraction,Hội An,409500,True
member_variant,vinpearl:tour:VW02850,2b2d8e48-cf2f-5b82-86fc-017151456004,[VIN33 - Gold] - [VinWonders Vũ Yên] - Combo 03 khu: Vườn Thú + Trò Chơi + Công Viên Nước,combo,Hải Phòng,423000,True
member_variant,vinpearl:tour:VW02849,756262f3-e4ce-56eb-8c47-18195101ea19,[VIN33 - Diamond] - [VinWonders Vũ Yên] - Vé vào cửa Công Viên Nước,attraction,Hải Phòng,170000,True
member_variant,vinpearl:tour:VW02848,841ce009-501c-50ee-8f47-5d0e308480a6,[VIN33 - Platinum] - [VinWonders Vũ Yên] - Vé vào cửa Công Viên Nước,attraction,Hải Phòng,182000,True
member_variant,vinpearl:tour:VW02847,17240845-a931-5577-849f-b506fe570424,[VIN33 - Gold] - [VinWonders Vũ Yên] - Vé vào cửa Công Viên Nước,attraction,Hải Phòng,188000,True
member_variant,vinpearl:tour:VW02846,927cdb10-f535-5527-8c09-1cda8d434c9c,[VIN33 - Diamond] - [VinWonders Vũ Yên] - Combo Tiêu Chuẩn: Vườn Thú + Khu Trò Chơi,combo,Hải Phòng,340000,True
member_variant,vinpearl:tour:VW02845,217b4156-7f68-5170-808f-da543b214f55,[VIN33 - Platinum] - [VinWonders Vũ Yên] - Combo Tiêu Chuẩn: Vườn Thú + Khu Trò Chơi,combo,Hải Phòng,364000,True
member_variant,vinpearl:tour:VW02844,5f7f9ea0-a046-58bb-986f-ddaaa9cf725f,[VIN33 - Gold] - [VinWonders Vũ Yên] - Combo Tiêu Chuẩn: Vườn Thú + Khu Trò Chơi,combo,Hải Phòng,376000,True
member_variant,vinpearl:tour:VW02843,933a5087-85f3-5e9e-8604-279b2f288afb,[VIN33 - Diamond] - [VinWonders Nam Hội An] Vé vào cửa tiêu chuẩn | TẶNG Voucher Ẩm thực,attraction,Hội An,552500,True
member_variant,vinpearl:tour:VW02842,14b5f7fd-fee8-5c46-b7e4-7f5e290f1469,[VIN33 - Platinum] - [VinWonders Nam Hội An] Vé vào cửa tiêu chuẩn | TẶNG Voucher Ẩm thực,attraction,Hội An,591500,True
member_variant,vinpearl:tour:VW02840,9e4e7e81-8866-540e-85f4-70d14696ed01,[VIN33 - Gold] - [VinWonders Nam Hội An] Vé vào cửa sau 14:00,attraction,Hội An,423000,True
member_variant,vinpearl:tour:VW02839,c3ced672-c909-554d-9fde-cdabc0ffbf4e,[VIN33 - Gold] - [VinWonders Nam Hội An] Vé vào cửa tiêu chuẩn | TẶNG Voucher Ẩm thực,attraction,Hội An,611000,True
member_variant,vinpearl:tour:VW02838,d987d8fe-c633-5d38-98c7-ef4d70f18556,[VIN33 - Diamond] - [Grand World Phú Quốc] - Vé Tinh Hoa Việt Nam,attraction,Phú Quốc,255000,True
member_variant,vinpearl:tour:VW02837,3c3c13d4-e02c-58ec-a9d3-3e79375b2a1a,[VIN33 - Platinum] - [Grand World Phú Quốc] - Vé Tinh Hoa Việt Nam,attraction,Phú Quốc,273000,True
member_variant,vinpearl:tour:VW02836,ffe73b4b-4cc4-59e6-b528-151b7dfb1b58,[VIN33 - Platinum] - [Grand World Phú Quốc] - Bảo Tàng Gấu Teddy Bear Museum,attraction,Phú Quốc,182000,True
member_variant,vinpearl:tour:VW02835,699ac96c-636e-5e02-b178-3b123a5eb9c3,[VIN33 - Diamond] - [Grand World Phú Quốc] - Bảo Tàng Gấu Teddy Bear Museum,attraction,Phú Quốc,170000,True
